"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"COL3A1",8.66791615642514e-193,-0.779066286843651,0.994,0.999,1.26542907967651e-188
"COL1A2",6.47314901711973e-169,-0.839247906601,0.994,0.999,9.45015025009309e-165
"COL1A1",3.03889502713135e-148,-0.79225897018412,0.993,1,4.43648285010906e-144
"COL6A3",1.93547116983417e-128,-0.87367247715719,0.898,0.992,2.8255943608409e-124
"ATP1B1",1.04345996556367e-123,1.52441245658784,0.96,0.907,1.5233472037264e-119
"TCN1",3.52626690233428e-123,2.14000922875195,0.622,0.255,5.14799705071782e-119
"CEACAM5",6.26298921441901e-122,1.37868309506165,0.885,0.723,9.14333795413032e-118
"TFF1",9.44375307001921e-118,1.7015974864379,0.768,0.478,1.3786935106921e-113
"IGFBP7",2.12505252587151e-110,-0.753190497693392,0.926,0.995,3.10236418251981e-106
"TFF3",3.61159970310324e-110,1.48038959628689,0.907,0.831,5.27257440656042e-106
"ACTA2",5.5598532278123e-107,-0.953797493448774,0.721,0.971,8.11682972728318e-103
"GPX2",2.69472857045608e-105,1.77401122282373,0.631,0.287,3.93403424000883e-101
"DCN",1.22054830532223e-102,-1.21477254948162,0.592,0.88,1.78187847093992e-98
"MYL9",4.18096309905235e-102,-0.778220949970889,0.891,0.996,6.10378802830653e-98
"TPM2",7.74877994376575e-101,-0.968525142261941,0.753,0.975,1.13124438399036e-96
"AGR2",1.64400551038658e-100,1.85197946160697,0.601,0.267,2.40008364461337e-96
"S100A6",1.79518062408821e-100,0.499849936837539,1,1,2.62078419310638e-96
"LYZ",1.88183415308466e-100,1.289357046283,0.94,0.882,2.74728968008829e-96
"TXN",7.9582789814881e-100,0.814481561477318,0.953,0.891,1.16182914850745e-95
"C1R",6.2637227117122e-98,-0.919925925131862,0.702,0.951,9.14440878682864e-94
"TSPAN8",3.05368958449096e-95,1.20688178431808,0.902,0.801,4.45808142439836e-91
"EPCAM",7.76241891987001e-92,0.957731118567173,0.905,0.798,1.13323553811182e-87
"S100A10",2.86089572642359e-89,0.597046495922377,1,0.998,4.17662167100579e-85
"ANXA2",4.06155970212321e-88,0.570395556258229,0.996,0.992,5.92947100912968e-84
"PPDPF",3.70085187549461e-85,0.535594875635031,0.995,0.993,5.40287365303459e-81
"NQO1",7.72972773641406e-84,1.11625019548965,0.772,0.495,1.12846295223909e-79
"IGKC",2.55163267196235e-83,-1.34672943713132,0.835,0.972,3.72512853779784e-79
"S100A11",3.3885687278621e-83,0.607717581813034,0.994,0.991,4.94697148580589e-79
"HSPD1",1.819095169389e-82,0.917812854816799,0.902,0.794,2.655697037791e-78
"GSTP1",9.93094826992985e-82,0.548804398374651,0.996,0.989,1.44981913792706e-77
"TAGLN",1.19620392928626e-81,-0.809878502123219,0.702,0.95,1.746338116365e-77
"IFI27",9.75572629006804e-81,0.691219891357145,0.966,0.898,1.42423848108703e-76
"AZGP1",9.62054303380671e-80,1.78598450994257,0.476,0.185,1.40450307750544e-75
"CDCA7",1.30853042865498e-77,1.87312585926046,0.408,0.133,1.9103235727934e-73
"CA9",3.72035158781388e-77,2.08812591309593,0.329,0.084,5.43134128304948e-73
"DES",1.12545383678675e-75,-0.994783208596631,0.468,0.821,1.64305005632497e-71
"PLCB4",1.5964441929591e-75,1.85723480252346,0.463,0.184,2.33064887730099e-71
"S100P",4.28579237436066e-74,1.6734535144241,0.48,0.199,6.25682828732913e-70
"CCN2",9.95644110788655e-74,-1.05504027998724,0.589,0.826,1.45354083734036e-69
"MMP2",1.38075040434963e-72,-1.17422725428782,0.676,0.873,2.01575751531002e-68
"LGALS4",6.95442280452531e-72,0.818793207482693,0.881,0.727,1.01527618523265e-67
"MET",8.30096984392142e-70,1.32894353883549,0.517,0.224,1.21185858751409e-65
"CEACAM1",1.10596453925065e-69,1.34643926371658,0.579,0.289,1.61459763085203e-65
"THBS1",4.89324611890196e-69,-0.97040766262069,0.499,0.793,7.14365000898496e-65
"HSP90AB1",2.32459685207618e-68,0.581425844181533,0.965,0.93,3.39367894434601e-64
"HSPA1B",6.57525171060965e-68,1.09310407147506,0.79,0.545,9.59920997231903e-64
"CLDN3",2.56262322133765e-67,1.34978021552725,0.559,0.275,3.74117364083083e-63
"RNASET2",2.59366918399973e-67,1.03156151152989,0.718,0.427,3.78649764172121e-63
"CDH17",3.99108812403384e-67,1.34738143801625,0.583,0.301,5.826589552277e-63
"SPARC",6.0706393073174e-67,-0.576447833813802,0.96,0.997,8.86252632475268e-63
"TNC",9.96583954267001e-67,-0.877784731459203,0.589,0.862,1.45491291483439e-62
"SLC2A1",3.2763414061214e-65,1.35159933629873,0.642,0.381,4.78313081879664e-61
"RAB25",3.05943465855812e-64,1.00469238258879,0.713,0.42,4.466468658029e-60
"FAM3D",4.05866161887484e-64,1.53139505769991,0.433,0.173,5.92524009739538e-60
"UBE2I",2.21718726338149e-63,1.00772972487913,0.703,0.433,3.23687168581064e-59
"HSPE1",3.94922297482347e-61,0.82548091796917,0.847,0.706,5.76547062094479e-57
"CD24",1.31042327682047e-60,0.839938447850644,0.827,0.667,1.9130869418302e-56
"CSTB",1.47802911431175e-60,0.883740328851977,0.825,0.693,2.15777470398372e-56
"SOD1",3.42040204514436e-60,0.943646210767627,0.858,0.731,4.99344494570625e-56
"GREM1",4.52658698617459e-60,-0.86183563544576,0.623,0.854,6.60836434111629e-56
"TMSB4X",5.3904448828566e-60,0.246476658318048,1,1,7.86951048448235e-56
"MXRA7",5.63153339891698e-60,-0.695780295241622,0.726,0.915,8.22147560907889e-56
"PRSS3",1.08696262027426e-59,1.21746138679775,0.516,0.242,1.58685672933839e-55
"LCN2",1.47114735196823e-59,1.05378778137799,0.708,0.45,2.14772801913842e-55
"CDH1",3.61107917117719e-59,0.872912100999509,0.743,0.473,5.27181448200157e-55
"CAVIN1",2.53416036042375e-58,-0.884354249563865,0.544,0.775,3.69962071018263e-54
"COL6A2",8.4583238696718e-58,-0.639747156781723,0.783,0.95,1.23483070173339e-53
"PDZK1IP1",1.4911321406786e-57,1.19887007292302,0.558,0.288,2.17690381217669e-53
"KRT8",2.88515546955795e-57,0.5387390083808,0.997,0.996,4.21203847000765e-53
"SCD",4.91795337962862e-57,1.01234106788354,0.725,0.48,7.17972013891982e-53
"CD99",7.57339702434458e-57,-0.736206807400297,0.643,0.865,1.10564023158407e-52
"VIL1",1.04279952938712e-56,1.38401578232669,0.413,0.166,1.52238303295226e-52
"KRT18",1.33946302653741e-56,0.614599938963855,0.967,0.94,1.95548207244196e-52
"FXYD3",2.04287691701389e-56,0.830673800188675,0.792,0.59,2.98239601114858e-52
"ETS2",1.13744339871037e-55,1.19476771570999,0.556,0.294,1.66055361777726e-51
"CCL24",1.15563409308917e-55,1.44864397478624,0.385,0.148,1.68711021250088e-51
"ENTPD2",2.45455006946772e-55,1.51239960684723,0.361,0.133,3.58339764641593e-51
"SLC12A2",2.96526250971717e-55,1.69283315877372,0.317,0.104,4.32898673793609e-51
"IGHA1",8.20828402083017e-55,-1.26191714329766,0.467,0.751,1.198327384201e-50
"SH3YL1",1.91539760424468e-54,1.03418936773234,0.623,0.363,2.7962889624368e-50
"PYGB",3.18610223468147e-54,1.23261729671653,0.5,0.248,4.65139065241147e-50
"SULF1",4.76606695013165e-54,-0.693481757522013,0.797,0.946,6.9579811404972e-50
"ESRP1",5.35921771226875e-54,1.24722661967201,0.45,0.199,7.82392193814115e-50
"HSPA8",1.17399075787122e-53,0.534297576074015,0.955,0.904,1.71390910741619e-49
"CLDN2",1.64916790750358e-52,2.49657575234002,0.189,0.037,2.40762022816447e-48
"SPINT2",1.72363236253647e-52,0.848156598563892,0.722,0.47,2.516330886067e-48
"VIM",2.36220305822681e-52,-0.569007021583822,0.846,0.98,3.44858024470532e-48
"HSP90AA1",3.12097023241868e-52,0.490609695769236,0.963,0.928,4.55630444230803e-48
"GSN",1.89394796896804e-51,-0.744735121981319,0.616,0.83,2.76497463989644e-47
"COL6A1",2.58051867693532e-51,-0.729074989948168,0.669,0.854,3.76729921645787e-47
"UBE2C",3.70942443528121e-51,1.46974911399243,0.344,0.127,5.41538873306704e-47
"PRELID3B",8.25180810212282e-51,0.743728468278395,0.801,0.595,1.20468146482891e-46
"UBC",9.17324418525595e-51,0.214051201642525,1,1,1.33920191860552e-46
"PPP1R1B",1.57432623773775e-50,1.50539296540459,0.352,0.135,2.29835887447335e-46
"TPM1",2.81965435141494e-50,-0.492638078838783,0.967,0.995,4.11641338763067e-46
"TUFT1",4.05061170993901e-50,1.51267293513695,0.367,0.149,5.91348803533996e-46
"PSMA2",5.25139393123531e-50,0.969036688207093,0.628,0.381,7.66651000021043e-46
"ASS1",6.0048897065957e-50,0.921003431688396,0.667,0.408,8.76653848265906e-46
"VDAC1",9.76160699108588e-50,0.403896118585282,0.986,0.982,1.42509700462863e-45
"CFTR",2.3772669145978e-49,1.97798545365197,0.221,0.055,3.47057196862133e-45
"NSMF",2.44283880871028e-49,0.84551671963125,0.737,0.513,3.56630037683613e-45
"KLF5",8.13131006718179e-49,1.25022274159039,0.427,0.193,1.18708995670787e-44
"ICA1",1.05327396534733e-48,1.4696678788765,0.34,0.128,1.53767466201056e-44
"GMDS",1.49786373978514e-48,1.32460096664302,0.364,0.143,2.18673127371232e-44
"DNAJB1",2.83669957985305e-48,1.30384343132676,0.441,0.21,4.14129771662747e-44
"TMC5",2.96815532636909e-48,1.24190288052355,0.402,0.171,4.33320996096624e-44
"SPINK1",2.16890552115671e-47,1.45439989356161,0.382,0.164,3.16638517033669e-43
"MUC13",3.48882603433994e-47,1.09664195036475,0.473,0.23,5.09333712753287e-43
"CCN1",4.31788783526889e-47,-1.20790794612233,0.374,0.609,6.30368445070905e-43
"TGFBI",5.00687693888683e-47,0.462296200088944,0.971,0.956,7.30953964308088e-43
"PRR13",1.10041354901386e-46,0.749385416292823,0.764,0.543,1.60649374020533e-42
"TESC",2.78356923327471e-46,1.54536624814892,0.294,0.102,4.06373272365774e-42
"EHF",3.1565054741111e-46,1.18863421185368,0.434,0.203,4.6081823416548e-42
"SERPINB1",4.04866626006242e-46,0.978308095952518,0.555,0.309,5.91064787306512e-42
"TAGLN2",5.41823793872477e-46,0.385967956993902,0.992,0.98,7.9100855667443e-42
"MAP7",5.42463144458609e-46,1.31931882130493,0.346,0.137,7.91941944595123e-42
"PABPC1",6.07654026050256e-46,0.31105631226733,1,0.998,8.87114112630769e-42
"POF1B",1.16309633171454e-45,1.33625015519782,0.343,0.135,1.69800433467006e-41
"ERO1A",1.57576301879877e-45,0.973671809996072,0.663,0.438,2.30045643114433e-41
"HSPH1",2.0674435652213e-45,1.16168154893056,0.453,0.225,3.01826086086658e-41
"TMEM123",2.62456495228879e-45,0.86759749643991,0.665,0.427,3.83160237384641e-41
"DDR1",2.64127068015609e-45,0.837644838992072,0.655,0.404,3.85599106595987e-41
"COX7B",3.70042019554081e-45,1.06980512285565,0.499,0.263,5.40224344347002e-41
"FBLN1",3.97519229572967e-45,-1.40660348167363,0.273,0.507,5.80338323253575e-41
"FLNA",3.23834015736472e-44,-0.473323171392142,0.955,0.994,4.72765279573675e-40
"DBI",4.7980117694167e-44,0.817738477586178,0.701,0.485,7.00461738217144e-40
"KIF5B",6.93213207256205e-44,0.97435563024198,0.564,0.324,1.01202196127333e-39
"TSPAN6",1.54313078383485e-43,1.52435474018459,0.314,0.123,2.25281663132049e-39
"GPRC5A",4.58106468877135e-43,0.893482798392064,0.568,0.323,6.68789633913729e-39
"NDUFAB1",5.76734530818449e-43,1.12803437464158,0.408,0.185,8.41974741541853e-39
"CHMP4C",5.79369813320156e-43,1.51828314190036,0.283,0.101,8.45821990466096e-39
"C12orf75",5.91997368780944e-43,0.877058838620123,0.6,0.361,8.642569586833e-39
"IGLC1",6.63813747156695e-43,-1.56356042671603,0.386,0.63,9.69101689474058e-39
"TNS4",1.56463461699686e-42,1.3377754965412,0.318,0.124,2.28421007735371e-38
"DMBT1",1.89908777762599e-42,2.65483783625675,0.152,0.029,2.77247824655619e-38
"AQP5",2.12859237615126e-42,2.06047663753334,0.182,0.044,3.10753200994322e-38
"ELF3",5.22244480667821e-42,1.00971480604247,0.522,0.293,7.62424717326951e-38
"NDRG1",7.71044296428635e-42,1.22650351436445,0.457,0.243,1.12564756835616e-37
"MYB",1.14610246607306e-41,1.67046965598528,0.245,0.08,1.67319499022007e-37
"HINT1",1.41671068631954e-41,0.788890273186462,0.647,0.409,2.06825593095789e-37
"ANXA3",2.34343384340492e-41,0.896409158504723,0.548,0.31,3.42117906798684e-37
"GPI",2.3955885895079e-41,0.747836464356021,0.715,0.481,3.49731978182258e-37
"CLDN7",3.12140747848364e-41,0.755998904621433,0.684,0.446,4.55694277783826e-37
"IGHG2",3.21579780952694e-41,-1.2303109801977,0.456,0.671,4.69474322212838e-37
"MIF",4.24470643771303e-41,0.574909724749234,0.871,0.762,6.19684692841725e-37
"NDUFB6",6.87255201376452e-41,0.867946391846423,0.604,0.373,1.00332386848948e-36
"OCIAD2",9.66484683658105e-41,0.873870106171777,0.547,0.31,1.41097098967247e-36
"DDX21",1.028858640623e-40,0.758915608674291,0.653,0.403,1.50203072944552e-36
"LGALS3",1.09305705399197e-40,0.799700196592543,0.643,0.415,1.59575399312287e-36
"ANXA4",1.55750214886313e-40,1.09753043392637,0.424,0.207,2.27379738712529e-36
"LGALS1",1.93555197484629e-40,-0.46996109360108,0.899,0.98,2.8257123280781e-36
"DPEP1",4.31498484987807e-40,1.79547561073082,0.218,0.066,6.299446382337e-36
"RAB5IF",5.46412950154033e-40,0.457475932651078,0.926,0.859,7.97708265929872e-36
"ACSL5",5.74192051066673e-40,0.966187366205319,0.509,0.285,8.38262975352237e-36
"HKDC1",7.40094325633324e-40,1.11593136282214,0.416,0.203,1.08046370599209e-35
"CDK1",7.72019870625894e-40,1.78036871834061,0.207,0.06,1.12707180912674e-35
"C3",9.2910538654078e-40,-1.54860122111138,0.233,0.45,1.35640095381088e-35
"SERINC2",1.2822183971721e-39,0.721726172997465,0.664,0.418,1.87191063803155e-35
"PERP",1.59090494678133e-39,0.933795673141179,0.528,0.303,2.32256213180607e-35
"CHCHD2",1.76846073757341e-39,0.37802270219228,0.978,0.978,2.58177583078342e-35
"COL4A1",1.9573342627257e-39,-0.828820312486084,0.533,0.712,2.85751229015325e-35
"RUBCNL",2.12104119197199e-39,1.44358266472613,0.267,0.096,3.0965080361599e-35
"ATP5MC3",2.79414190001567e-39,1.02592142459629,0.446,0.228,4.07916775983288e-35
"NET1",3.78204166452926e-39,0.94191882322545,0.501,0.277,5.52140262604626e-35
"PLPP2",6.58622840209487e-39,1.05405036837391,0.42,0.208,9.6152348442183e-35
"SEC61G",9.73349919419733e-39,0.78545922737499,0.63,0.398,1.42099354736087e-34
"SYNPO2",1.03802696703175e-38,-0.937679662482967,0.313,0.55,1.51541556916965e-34
"ZG16B",1.43003067382148e-38,2.38579532162148,0.136,0.025,2.08770178071198e-34
"PRAP1",1.92048649493403e-38,1.1185723529408,0.388,0.184,2.8037182339542e-34
"CLTA",1.96026246900385e-38,0.77107895642335,0.623,0.388,2.86178717849872e-34
"IFITM1",3.11830433829533e-38,0.881245809971325,0.592,0.369,4.55241250347735e-34
"C1S",3.66622988005396e-38,-0.835251439217919,0.419,0.637,5.35232900189078e-34
"SELENOM",7.05510075436584e-38,-0.69562766172601,0.557,0.741,1.02997415912987e-33
"LAD1",8.17346597606394e-38,0.899051066445335,0.502,0.279,1.19324429784557e-33
"CYP3A5",1.00131610152975e-37,1.31952752944864,0.286,0.11,1.46182137662328e-33
"FCGRT",1.30853023318397e-37,-0.730136037626677,0.581,0.754,1.91032328742528e-33
"ITGA2",1.96849576958897e-37,1.08340691925705,0.43,0.22,2.87380697402294e-33
"SMS",2.06165376127306e-37,0.952971825324363,0.474,0.258,3.00980832608254e-33
"HIST1H3I",2.1126729389821e-37,1.18749913576486,0.351,0.158,3.08429122361996e-33
"PLS1",3.36880774795135e-37,1.34925645620369,0.289,0.114,4.91812243123417e-33
"PCBD1",4.9311967673028e-37,0.887853145007014,0.518,0.294,7.19905416058536e-33
"EIF6",7.68075226394556e-37,0.722528126347622,0.671,0.446,1.12131302301341e-32
"CXCL8",1.21717188967043e-36,1.38315249614901,0.405,0.212,1.77694924172986e-32
"HSPA1A",1.48162152723608e-36,1.20486654686852,0.398,0.201,2.16301926761196e-32
"PLP2",1.6689112100989e-36,0.702692689185077,0.669,0.441,2.43644347562338e-32
"LMO7",1.69078469048661e-36,0.875849027194837,0.528,0.31,2.4683765696414e-32
"BAIAP2L1",1.82024865936218e-36,1.44616229367481,0.265,0.101,2.65738101780285e-32
"HNF4A",3.06551791622046e-36,1.15841689955987,0.336,0.148,4.47534960589025e-32
"SERPINB5",3.8686002293914e-36,1.39674417169323,0.278,0.11,5.6477694748885e-32
"TM4SF1",5.46493448968729e-36,0.79458257756031,0.607,0.387,7.97825786149448e-32
"SAP18",7.70585061308437e-36,0.818053194030945,0.618,0.398,1.12497713100419e-31
"TMEM238",8.1245238527783e-36,0.987964137748976,0.382,0.181,1.1860992372671e-31
"CYP2S1",8.51099228551473e-36,1.10736780277539,0.368,0.174,1.2425197637623e-31
"OAS1",8.88908233044697e-36,1.04859579339473,0.394,0.193,1.29771712942195e-31
"SPON2",9.46746495765976e-36,-0.596644130603736,0.735,0.89,1.38215520916875e-31
"RNF128",9.75874157564403e-36,1.23757567186339,0.31,0.132,1.42467868262827e-31
"ENTPD8",1.0145923691591e-35,1.31926157036578,0.28,0.11,1.48120339973537e-31
"JUP",1.14696176398487e-35,0.801998734312151,0.567,0.344,1.67444947924151e-31
"ALDOB",1.49926338702442e-35,2.26257164463656,0.134,0.027,2.18877461871695e-31
"SSBP1",1.66402262417956e-35,0.812850194579122,0.617,0.406,2.42930662903974e-31
"IGFBP5",1.75491806423431e-35,-0.892293750209868,0.442,0.628,2.56200488197567e-31
"CYB5B",2.01398073998401e-35,0.756603252690642,0.645,0.427,2.94021048230266e-31
"RNPS1",2.21363567983027e-35,0.749267501052869,0.567,0.336,3.23168672898422e-31
"GALNT4",2.27222980103151e-35,2.0809626715491,0.156,0.038,3.3172282865259e-31
"EIF2S3",2.28539829533461e-35,0.676895518823218,0.67,0.443,3.336452971359e-31
"BZW1",2.62358947088187e-35,0.634041344203668,0.764,0.57,3.83017826854044e-31
"POMP",4.79454195070397e-35,0.99191280898466,0.451,0.246,6.99955179383273e-31
"EMILIN1",9.3589058410418e-35,-0.823330344962133,0.422,0.621,1.36630666373369e-30
"NR1I2",9.62532930848731e-35,1.55719877338475,0.231,0.081,1.40520182574606e-30
"MYH14",1.10278389517402e-34,0.902852724865604,0.481,0.269,1.60995420856455e-30
"ANKRD22",1.99988414373524e-34,1.80893787053738,0.181,0.053,2.91963086143908e-30
"FERMT1",3.73451325063646e-34,0.645817793854908,0.714,0.498,5.45201589460417e-30
"CMBL",4.16996462538167e-34,1.0373701766072,0.386,0.192,6.0877313565947e-30
"NDUFA1",4.19518992255497e-34,0.602605440398467,0.778,0.608,6.124557767938e-30
"SLC6A14",5.32796089819213e-34,2.06003912576626,0.146,0.034,7.77829011527069e-30
"CD44",5.88547374202316e-34,0.663324105611038,0.671,0.457,8.5922031159796e-30
"PLIN2",6.04274963041384e-34,1.06282164478039,0.443,0.242,8.82181018544117e-30
"TPD52",7.15890145622702e-34,0.895732574267469,0.474,0.268,1.04512802359458e-29
"TRAP1",1.0844794202934e-33,0.870510525330894,0.525,0.319,1.58323150568633e-29
"HLA-DRA",1.2449201837981e-33,-0.73195068321902,0.559,0.725,1.81745897632685e-29
"SOX9",1.40347926651275e-33,1.40120825539036,0.249,0.095,2.04893938118196e-29
"ACTG2",1.67906929038934e-33,-0.903342569863094,0.347,0.563,2.4512732570394e-29
"CSE1L",2.42204768180753e-33,0.897182383323359,0.461,0.256,3.53594741067081e-29
"ZWINT",2.46805657047217e-33,1.92563166554865,0.158,0.041,3.60311578723232e-29
"OCLN",2.53281684973304e-33,1.53162497005721,0.219,0.076,3.69765931892527e-29
"ATP5F1E",3.65574739924696e-33,0.356633012106191,0.983,0.95,5.33702562816064e-29
"LSR",3.67765425134843e-33,0.814042807390937,0.533,0.326,5.36900744154357e-29
"HIST2H2AB",4.23979674999971e-33,1.10024315446,0.399,0.208,6.18967927532458e-29
"STT3B",4.5131621998577e-33,0.744246336945699,0.574,0.359,6.58876549557226e-29
"CXADR",6.82668633737094e-33,1.35975018679847,0.235,0.086,9.96627938392783e-29
"PRRG4",8.38846203974785e-33,1.68360229034104,0.181,0.055,1.22463157318279e-28
"LPGAT1",1.5540335800819e-32,0.894845800510169,0.487,0.286,2.26873362356156e-28
"TPD52L1",2.04425817109176e-32,1.13414854941404,0.313,0.14,2.98441250397687e-28
"HSP90B1",2.09953908118171e-32,0.887815008234364,0.452,0.25,3.06511710461717e-28
"SDC4",2.13388433462482e-32,0.637980066526476,0.821,0.712,3.11525774011878e-28
"HNRNPF",2.18043993047192e-32,0.678001346088031,0.652,0.443,3.18322425449596e-28
"NAA20",2.26336803795696e-32,0.671083866170071,0.587,0.361,3.30429099861336e-28
"HDGF",2.30012448378858e-32,0.587080441528491,0.751,0.556,3.35795173388295e-28
"MUC1",2.65589268372824e-32,0.640943394598369,0.739,0.567,3.87733772897485e-28
"HIST1H2BH",3.38802107690206e-32,1.2964361378507,0.291,0.127,4.94617197016932e-28
"SDCBP",3.97776821186117e-32,0.676958393259082,0.68,0.466,5.80714381249612e-28
"SLPI",4.52945738964769e-32,0.817378233338033,0.512,0.305,6.61255484314667e-28
"TPX2",5.52650401630319e-32,1.43113327745751,0.252,0.101,8.06814321340102e-28
"ABRACL",5.63644816806588e-32,0.92754106834711,0.406,0.213,8.22865068055938e-28
"UQCRQ",6.63166180129414e-32,0.623927450334058,0.726,0.546,9.68156306370932e-28
"OTULINL",9.93978273905315e-32,1.48365118625053,0.218,0.078,1.45110888207437e-27
"MGST1",1.44504606191014e-31,1.14243985425125,0.327,0.154,2.10962274578262e-27
"LGR5",1.52106227264285e-31,1.7944990471755,0.153,0.041,2.22059881183129e-27
"HIST1H3H",1.66436894196009e-31,1.18892218404925,0.378,0.2,2.42981221836753e-27
"TOMM5",1.92391218556067e-31,0.692568225334193,0.63,0.42,2.80871939970002e-27
"CXCL11",2.26405307167333e-31,1.48881427249677,0.22,0.08,3.30529107933589e-27
"TIMP3",2.29970018749581e-31,-0.608861460019138,0.646,0.799,3.35733230372513e-27
"MMP7",3.91245163815216e-31,0.999365639688082,0.416,0.228,5.71178814653834e-27
"CYSTM1",4.10546668984264e-31,0.742894012921946,0.561,0.346,5.99357082050128e-27
"PTGES3",5.00517027490689e-31,0.58226251397204,0.767,0.599,7.30704808433657e-27
"SLC5A1",7.68135957645341e-31,1.72458094015486,0.166,0.049,1.12140168456643e-26
"PIGR",8.17472645413385e-31,0.812417117406421,0.662,0.514,1.193428315039e-26
"VEGFA",9.35279658031402e-31,0.933661127894676,0.399,0.21,1.36541477276004e-26
"TMEM176B",9.45129304526165e-31,0.816845985223351,0.512,0.31,1.37979427167775e-26
"EGLN3",9.93733774085656e-31,1.23634477834169,0.309,0.144,1.45075193678765e-26
"CLDN4",1.23407127412264e-30,0.529252325964611,0.833,0.72,1.80162065309164e-26
"SET",1.96651238165746e-30,0.451939057511291,0.877,0.761,2.87091142598172e-26
"JPT1",1.97131118032602e-30,0.743758575206398,0.556,0.346,2.87791719215796e-26
"NUDT21",2.03199719082822e-30,1.03771201209655,0.372,0.193,2.96651269889012e-26
"BACE2",3.68917319135436e-30,0.683033776281184,0.633,0.429,5.38582394205822e-26
"TKT",3.71062703947222e-30,0.702593563528505,0.676,0.49,5.41714441492549e-26
"FN1",3.79216584973445e-30,-0.460022664778164,0.981,0.999,5.53618292402733e-26
"MELK",4.12211191975158e-30,1.34479428805907,0.239,0.095,6.01787119164534e-26
"CHMP4B",4.23969982238283e-30,0.583563445842435,0.734,0.525,6.1895377706967e-26
"RSL1D1",4.24666860613034e-30,0.787618457419997,0.519,0.315,6.19971149808968e-26
"MYL12B",5.96561698290469e-30,0.697535112461494,0.565,0.356,8.70920423334256e-26
"RHOB",6.24965118629337e-30,-0.612409950626608,0.556,0.738,9.1238657668697e-26
"TM4SF20",6.4167073328226e-30,2.25841601514525,0.111,0.022,9.36775103518772e-26
"ATP1A1",6.52950293503379e-30,0.770748829512327,0.539,0.335,9.53242133485583e-26
"CAST",7.66770087877589e-30,0.488833279209686,0.838,0.702,1.11940765129249e-25
"CDH3",7.74968121549104e-30,0.953353519531979,0.374,0.193,1.13137596064954e-25
"PLAAT3",8.10559935807321e-30,1.15165601482643,0.284,0.125,1.18333645028511e-25
"ACE2",1.01370526996965e-29,1.98826156998194,0.139,0.036,1.47990832362869e-25
"SNRPB",1.1636784807947e-29,0.817141610039794,0.475,0.276,1.69885421411218e-25
"CLDN1",1.23105159165225e-29,0.931165407408866,0.382,0.199,1.79721221865312e-25
"KDELR2",2.45395590716139e-29,0.551867487421515,0.791,0.65,3.58253022886491e-25
"CD46",2.5532660388218e-29,0.877759120059966,0.383,0.2,3.72751309007594e-25
"TMEM176A",2.64658490849197e-29,0.782376644956855,0.496,0.295,3.86374930790743e-25
"EZR",2.78593452358561e-29,0.894299472925268,0.399,0.215,4.06718581098263e-25
"TMEM141",3.13449614845125e-29,1.35993796029155,0.224,0.086,4.57605092712397e-25
"NDUFA3",4.24372330772822e-29,0.905899600424468,0.369,0.189,6.19541165695243e-25
"TOP1",4.47266866870137e-29,0.659938707949616,0.571,0.354,6.52964898943712e-25
"GDI2",4.87211127951897e-29,0.669882745229154,0.6,0.392,7.11279525696975e-25
"SCNN1A",5.03349325024879e-29,1.49859774992523,0.163,0.049,7.3483967960382e-25
"B2M",6.26106692105705e-29,0.233579968635022,1,1,9.14053159805118e-25
"HSPA5",6.67962064557865e-29,0.5322022419998,0.868,0.758,9.75157818048028e-25
"BCAP31",6.84393603228864e-29,0.703729926071399,0.598,0.392,9.99146221353819e-25
"PON2",7.72915980002984e-29,0.826911304277639,0.459,0.267,1.12838003920636e-24
"VSNL1",8.82610428473978e-29,1.44818815146605,0.198,0.071,1.28852296452916e-24
"SF3B6",9.67027172662085e-29,0.689751733297904,0.568,0.36,1.41176296936938e-24
"MAPK13",1.06593666929699e-28,0.912397112024393,0.398,0.218,1.55616094350667e-24
"JPT2",1.18073169917598e-28,1.04036906408477,0.315,0.151,1.72375020762701e-24
"FOLR1",1.19328421418057e-28,1.88125207535327,0.141,0.038,1.74207562428222e-24
"MUC17",1.50607115042187e-28,1.84024017431801,0.15,0.043,2.19871327250088e-24
"HSPA9",1.83360984937342e-28,0.84441144713477,0.403,0.218,2.67688701910026e-24
"NUTF2",1.88143949569198e-28,0.507567480924422,0.784,0.597,2.74671351976072e-24
"FABP1",2.40492600994584e-28,1.47119985416859,0.332,0.168,3.51095148191994e-24
"PDIA4",2.42125947875502e-28,0.571667455896536,0.734,0.551,3.53479671303445e-24
"ACTL6A",3.08256109154163e-28,1.18205666396043,0.233,0.094,4.50023093754162e-24
"SPP1",3.53820119305019e-28,0.805081215134637,0.553,0.369,5.16541992173398e-24
"ATP5F1B",3.94560920565148e-28,0.436760150910367,0.874,0.811,5.76019487933059e-24
"ETHE1",5.08214119317239e-28,0.770672219730245,0.487,0.291,7.41941792791238e-24
"PPARG",5.45307935537879e-28,1.00548835228671,0.305,0.143,7.96095055091749e-24
"MT1X",7.43730399819826e-28,0.77163711234771,0.575,0.392,1.08577201069696e-23
"TNNI3",7.82715278163169e-28,1.62497503569478,0.16,0.049,1.14268603459041e-23
"TLDC2",7.8448777451415e-28,1.81095703817403,0.135,0.036,1.14527370201321e-23
"CCT3",9.57880856256485e-28,0.603066865828656,0.669,0.475,1.39841026204884e-23
