"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IGKV4-1",2.81847893310539e-107,3.39302035533044,0.694,0.129,4.11469739444056e-103
"PRAC1",3.97643286794839e-106,4.24280388135941,0.523,0.035,5.80519434391785e-102
"S100A10",5.63398250965743e-104,-1.30785151201799,0.995,1,8.22505106584888e-100
"TMSB4X",2.39343433363402e-102,-0.656319021472668,1,1,3.49417478367231e-98
"MT2A",1.23575358210834e-101,1.68062155361086,0.982,0.719,1.80407665451996e-97
"PHGR1",1.36179923692512e-98,2.65516724633993,0.824,0.317,1.98809070598698e-94
"MUC2",9.55057460265564e-97,2.8020390715945,0.806,0.308,1.3942883862417e-92
"MUC5B",5.53225491665438e-96,4.17818303392762,0.51,0.046,8.07653895282372e-92
"IFITM3",1.54628374544753e-90,-1.12720072822091,0.912,0.998,2.25741963997885e-86
"MUC12",1.09127284546799e-88,2.21189783977369,0.881,0.525,1.59314922709871e-84
"ITLN1",1.85545755912789e-88,4.60912609560522,0.435,0.026,2.7087824905708e-84
"SLC26A2",5.78823778039539e-88,3.43108236119601,0.573,0.093,8.45024833559922e-84
"HMGCS2",1.57580462365075e-87,3.15626713089141,0.617,0.125,2.30051717006773e-83
"NXPE4",2.07446423547273e-85,3.88225296961135,0.472,0.044,3.02851033736664e-81
"GSTP1",6.95825775655058e-83,-1.0509308952677,0.951,0.996,1.01583604987882e-78
"STARD10",3.72528857144946e-82,2.3320712194565,0.772,0.325,5.43854878545906e-78
"TAGLN2",6.69611115472004e-82,-1.09461828039041,0.92,0.992,9.77565267477579e-78
"KRT18",9.15312842537335e-81,-1.55938933558242,0.798,0.967,1.33626521882026e-76
"HSPB1",3.96682526890489e-80,-1.17075809990405,0.894,0.989,5.79116821007424e-76
"FN1",6.16811799448895e-79,-1.34959122136446,0.984,0.981,9.00483546015441e-75
"SLC26A3",1.54901624183107e-78,4.41934915906725,0.503,0.074,2.26140881144918e-74
"LYZ",1.1580777053006e-77,-2.01990140503851,0.707,0.94,1.69067764196834e-73
"TFF1",1.50291751581863e-77,-2.94549964939776,0.295,0.768,2.19410928134361e-73
"IL32",4.51022548640031e-75,-1.38519439661732,0.87,0.987,6.58447818759581e-71
"IGHG2",9.84846465498427e-74,1.83763450304403,0.858,0.456,1.43777735498115e-69
"MFSD11",5.39544447771693e-71,2.99725690225446,0.567,0.134,7.87680939301895e-67
"LGALS4",2.87298915587381e-70,1.22819801173544,0.972,0.881,4.19427686866017e-66
"TIMP1",4.30403672097049e-68,-1.28690875879629,0.785,0.976,6.28346320894482e-64
"CHCHD10",2.25136052567739e-67,1.89874497867223,0.785,0.398,3.28676123143642e-63
"ITGB1",2.52676488262956e-66,-0.957479550744038,0.948,0.992,3.6888240521509e-62
"NQO1",2.59030253694344e-66,-2.08449374956894,0.308,0.772,3.78158267368372e-62
"CFD",2.62040144449464e-65,2.26462598380872,0.609,0.163,3.82552406881773e-61
"PDCD4",9.44497535643012e-65,2.29617894207674,0.624,0.184,1.37887195228523e-60
"IFITM2",7.11645478984935e-64,-1.11156386679139,0.744,0.968,1.03893123477011e-59
"KRT8",1.23526793815389e-62,-1.0480108890469,0.992,0.997,1.80336766291086e-58
"TCN1",1.73753360123865e-62,-3.45335416364103,0.14,0.622,2.53662530444831e-58
"LGALS2",5.22369242468809e-62,4.00443152975988,0.342,0.028,7.62606857080214e-58
"CSTB",4.44201647906006e-61,-1.77458180844142,0.477,0.825,6.48489985777978e-57
"PMEPA1",5.11460946606108e-59,-1.94337970494669,0.29,0.741,7.46681835950257e-55
"TCEA3",1.26893576642334e-58,2.43975438085843,0.541,0.14,1.85251932540144e-54
"SRSF2",1.07378469925842e-57,2.41148571595109,0.611,0.207,1.56761828244737e-53
"RAB5IF",1.30555910417176e-56,-1.13989553885776,0.674,0.926,1.90598573618035e-52
"SLC2A1",6.69693336150419e-56,-2.74355914690295,0.192,0.642,9.77685301445997e-52
"HSPA8",1.92865448337714e-55,-1.05223737505056,0.744,0.955,2.81564268028229e-51
"HSP90AA1",1.43891041364244e-54,-0.994934383072898,0.775,0.963,2.10066531287659e-50
"MIF",2.77640131789432e-54,-1.35095673384612,0.593,0.871,4.05326828399392e-50
"IFI27",7.50205966173505e-54,-1.01620692811767,0.806,0.966,1.0952256900167e-49
"C10orf99",1.13791661114885e-53,3.04573273790397,0.358,0.046,1.6612444606162e-49
"PLAUR",1.05497762212963e-52,-1.83844396200668,0.373,0.763,1.54016183054704e-48
"TXN",2.78155111596456e-52,-1.03197920453107,0.816,0.953,4.06078647419666e-48
"FCGRT",3.57924984154293e-52,1.28329865958747,0.878,0.581,5.22534684366853e-48
"AMN",5.38427348110771e-52,2.9360480980963,0.381,0.061,7.86050085506915e-48
"SDC4",5.86934428962365e-52,-1.58580404008735,0.464,0.821,8.56865572842157e-48
"KLK10",2.38945932158734e-51,-2.13021298546042,0.321,0.711,3.48837166358536e-47
"TNFRSF12A",3.87896454783214e-51,-2.02318384186373,0.241,0.677,5.66290034338014e-47
"NSMF",6.3846948947047e-51,-1.78461799837858,0.329,0.737,9.3210160767794e-47
"PFN1",1.29605124415597e-50,-0.62772751779681,0.979,0.998,1.8921052113433e-46
"COL1A1",1.96619183686544e-50,-0.756194524483259,0.997,0.993,2.87044346263986e-46
"CEACAM5",4.83913513331626e-50,-1.40591806358713,0.655,0.885,7.06465338112841e-46
"C15orf48",1.56722013891178e-49,1.64352797715294,0.749,0.4,2.2879846807973e-45
"SCD",2.14270159355026e-49,-1.85933103054094,0.334,0.725,3.12813005642402e-45
"CDHR5",2.52430158783571e-49,2.19665542055552,0.614,0.251,3.68522788808135e-45
"PCK1",3.93422265265336e-49,3.43133285082957,0.308,0.034,5.74357165060865e-45
"UBE2I",7.36545488585526e-49,-1.79349655595271,0.303,0.703,1.07528275878601e-44
"KLK6",1.85977034100948e-48,-2.19686054979459,0.303,0.679,2.71507872083975e-44
"ENO1",2.69284772641464e-48,-1.25870932602084,0.549,0.869,3.93128839579274e-44
"COL1A2",7.23982710205215e-48,-0.751260991721238,1,0.994,1.05694235862859e-43
"SPARC",7.32093825055084e-48,-0.991884913074109,0.889,0.96,1.06878377519792e-43
"EEF1B2",1.04038819012263e-47,0.804545312787004,0.987,0.953,1.51886271876003e-43
"ATP1B1",2.66002597109281e-46,-1.5739322769925,0.907,0.96,3.88337191519839e-42
"SLC39A5",1.66511208359525e-45,2.83002235602093,0.36,0.066,2.43089713084071e-41
"LAMC2",4.66897958618819e-45,-1.83501565200748,0.417,0.754,6.81624329787613e-41
"HSP90AB1",5.1611891863596e-45,-0.858527501132084,0.819,0.965,7.53482009316638e-41
"NXPE1",1.91995672436109e-44,4.19127358071933,0.241,0.017,2.80294482189475e-40
"SEC61G",2.12214789981383e-44,-1.90102692393176,0.225,0.63,3.09812371893821e-40
"FLNA",2.68274674656229e-44,-1.02952497557431,0.852,0.955,3.91654197530629e-40
"COL3A1",3.44832476341879e-44,-0.650484770964242,1,0.994,5.03420932211509e-40
"ARPC1B",6.29525637769475e-44,-1.05239231446183,0.64,0.9,9.19044478579657e-40
"EPB41L4B",2.43863102624142e-43,2.19294336683268,0.469,0.139,3.56015743520985e-39
"GPA33",4.8528535181689e-43,2.11007749787135,0.51,0.173,7.08468085117478e-39
"SELENBP1",2.26788075575466e-42,2.12143062474921,0.552,0.217,3.31087911532623e-38
"RACK1",3.25107107591347e-42,0.798513001727317,0.953,0.934,4.74623866372607e-38
"MET",7.03530306209373e-42,-2.43670180896192,0.119,0.517,1.02708389403506e-37
"UGT2A3",8.36725114016194e-42,4.42228771122656,0.215,0.012,1.22153499395224e-37
"B2M",1.30001580143008e-41,-0.487454175331113,1,1,1.89789306850777e-37
"SOD1",1.8629153078242e-41,-1.33330206323748,0.614,0.858,2.71967005789254e-37
"CTSB",4.99714269013761e-41,-1.06602818031954,0.627,0.888,7.2953286133319e-37
"FOS",2.21611804215398e-40,1.16504340182792,0.79,0.43,3.2353107297406e-36
"MMP14",2.43220657639417e-40,-1.11796561793209,0.642,0.886,3.55077838087786e-36
"ZYX",2.67684279752839e-40,-1.43489843362929,0.337,0.71,3.90792280011169e-36
"UBC",2.68405539288339e-40,-0.30819779331431,1,1,3.91845246807046e-36
"CXCL14",3.30414646963777e-40,2.79407715822499,0.329,0.062,4.82372343102418e-36
"MT1HL1",4.43466098013755e-40,3.19626129542238,0.262,0.031,6.47416156490282e-36
"LGALS1",8.19796260679747e-40,-1.06243708459508,0.741,0.899,1.19682056096636e-35
"MZB1",1.00090577138147e-39,2.94660261159042,0.28,0.038,1.46122233563981e-35
"ATP5F1A",3.73655962552266e-39,1.67602817057137,0.632,0.307,5.45500339730053e-35
"SQSTM1",1.85142880246729e-38,-0.773486941058926,0.863,0.97,2.70290090872199e-34
"KLF4",7.63730124126645e-38,1.87774853858511,0.536,0.213,1.11496960821249e-33
"BZW1",9.48271577818716e-38,-1.27584927431398,0.425,0.764,1.38438167645754e-33
"CA2",3.64692985742662e-37,2.19436352630166,0.495,0.187,5.32415289885712e-33
"AZGP1",4.45020324272921e-37,-2.54267194063748,0.114,0.476,6.49685171406037e-33
"TM4SF1",2.3642701743201e-36,-1.77379262917129,0.259,0.607,3.45159802748992e-32
"SDCBP",2.487764726988e-36,-1.46518554645044,0.321,0.68,3.63188772492978e-32
"S100P",2.51638258128275e-36,-2.42298969397479,0.117,0.48,3.67366693041469e-32
"SULF1",2.93789411557271e-36,-1.25410244269655,0.552,0.797,4.2890316193246e-32
"GOLM1",3.84478501548292e-36,0.892442859669917,0.909,0.78,5.61300164410351e-32
"EIF6",1.08996309394298e-35,-1.44888979431687,0.329,0.671,1.59123712084736e-31
"RALA",1.1425634783946e-35,-1.69839794384049,0.244,0.602,1.66802842210828e-31
"KLK7",1.86935877876922e-35,-2.63494036858959,0.088,0.441,2.72907688112519e-31
"MAPRE1",2.76389146385427e-35,-1.4392405688265,0.303,0.656,4.03500514808085e-31
"CA12",5.76375964645423e-35,2.28909753363334,0.35,0.085,8.41451270785853e-31
"NUTF2",6.15039174597144e-35,-1.09693362629799,0.453,0.784,8.97895690994371e-31
"ACTR3",7.14651938102309e-35,-0.856629105616077,0.699,0.911,1.04332036443556e-30
"FTL",8.49792871131015e-35,-0.443672804353673,1,1,1.24061261256417e-30
"MDK",1.1191213410544e-34,-1.49943336402474,0.298,0.65,1.63380524580532e-30
"ANXA3",1.23747204903169e-34,-1.86755185384963,0.187,0.548,1.80658544438136e-30
"ANXA1",2.74475648655977e-34,-1.88152425364279,0.184,0.541,4.00706999472861e-30
"BGN",5.95749435429118e-34,-1.10340600732163,0.49,0.801,8.6973460078297e-30
"RETNLB",8.24425784285827e-34,3.68020919366671,0.21,0.022,1.20357920247888e-29
"XBP1",9.91465525883197e-34,1.18310356104638,0.767,0.487,1.44744052123688e-29
"IFI6",1.26770359898564e-33,-1.59639990673754,0.28,0.624,1.85072048415913e-29
"MMP11",1.36718291467496e-33,-1.860625708296,0.218,0.564,1.99595033713397e-29
"S100A16",1.37812078605392e-33,-1.57089052859856,0.267,0.612,2.01191853556011e-29
"HKDC1",1.73040063977731e-33,-2.6231149331928,0.08,0.416,2.52621189401089e-29
"PHLDA1",2.2943758386604e-33,-1.68140359181566,0.205,0.562,3.34955928686031e-29
"IGLV3-1",3.21293888434945e-33,3.05047246686882,0.28,0.052,4.69056947726176e-29
"NEO1",3.75808762631676e-33,2.63581507430825,0.269,0.047,5.48643212565983e-29
"ANO7",3.91597005519455e-33,3.57923154594189,0.202,0.02,5.71692468357853e-29
"CXCL8",4.43163766789324e-33,-3.36815382789469,0.078,0.405,6.46974783135734e-29
"NRARP",5.5839096493579e-33,1.83732521050541,0.526,0.236,8.1519496970976e-29
"SPP1",5.71786379708106e-33,-2.1586851873176,0.231,0.553,8.34750935735864e-29
"HSPA5",6.07322020601965e-33,-1.00994755121252,0.635,0.868,8.86629417876808e-29
"MMP7",1.16277532676649e-32,-2.57953407002407,0.083,0.416,1.6975356995464e-28
"ARPC5",1.4489940040353e-32,-1.01110460913491,0.516,0.81,2.11538634649113e-28
"NR3C2",1.59778670713156e-32,2.54023741432602,0.295,0.062,2.33260881374136e-28
"SATB2",2.22155430534596e-32,2.11949423919223,0.376,0.108,3.24324713037457e-28
"OCIAD2",3.03474896262351e-32,-1.71129444980634,0.202,0.547,4.43043001053406e-28
"RHOA",5.0486808946978e-32,-0.650594120961799,0.85,0.977,7.37056923816932e-28
"PAQR4",5.69640038094964e-32,-3.86069375834393,0.023,0.325,8.31617491614838e-28
"ERO1A",8.33188398791384e-32,-1.53395812042682,0.358,0.663,1.21637174339554e-27
"KLK8",1.29958083544311e-31,-2.67890271137855,0.067,0.389,1.89725806166339e-27
"BCL2L1",1.39783286046089e-31,-1.15347155498804,0.505,0.776,2.04069619298685e-27
"CDH3",1.44242236533435e-31,-2.90287357383623,0.06,0.374,2.10579241115162e-27
"PADI2",1.46995270189299e-31,2.07638766569423,0.412,0.139,2.14598394949358e-27
"FABP1",1.60119403997678e-31,1.07627745637896,0.642,0.332,2.3375831789621e-27
"TRPM4",2.07666892376646e-31,1.68853817786117,0.516,0.222,3.03172896180665e-27
"LYPD8",2.61602940160439e-31,4.34233955491032,0.171,0.012,3.81914132340225e-27
"TMEM59",2.66413082370139e-31,1.05525967510988,0.795,0.609,3.88936458952166e-27
"CIRBP",3.10697155602574e-31,0.977897061192844,0.811,0.591,4.53586777464198e-27
"FERMT1",4.69371314301448e-31,-1.21053702591472,0.415,0.714,6.85235181748684e-27
"HSD11B2",5.01825098807928e-31,1.85564816369643,0.451,0.169,7.32614461749694e-27
"CDC42EP5",5.36959122592231e-31,1.02805541014107,0.834,0.676,7.83906623072398e-27
"ADTRP",1.11130695834021e-30,3.3766596280942,0.189,0.019,1.62239702848087e-26
"MALL",1.50469071334687e-30,-1.38067743196612,0.301,0.624,2.1966979724151e-26
"CLCA4",1.60021316369429e-30,4.94129532771098,0.181,0.017,2.3361511976773e-26
"INHBA",2.42731217185575e-30,-2.07726146951076,0.132,0.457,3.54363303969221e-26
"SET",4.6701608146473e-30,-0.813750686240914,0.635,0.877,6.8179677733036e-26
"PERP",4.72672030635305e-30,-1.68048115249978,0.194,0.528,6.90053897524482e-26
"RSRP1",5.39877457645713e-30,1.75013822795903,0.477,0.197,7.88167100416976e-26
"HSPE1",7.89405484603045e-30,-0.957299268747929,0.668,0.847,1.15245306697199e-25
"PSMA7",1.0506186262416e-29,-0.95726558382247,0.534,0.806,1.53379813245011e-25
"TCF21",1.35195411132613e-29,1.96040415065868,0.394,0.132,1.97371780712502e-25
"SOX4",1.53677981766596e-29,-1.74779742063834,0.155,0.491,2.24354485581054e-25
"MT1X",2.21504815689898e-29,0.966973870220526,0.808,0.575,3.23374880425682e-25
"SEMA4G",2.26024978723263e-29,2.19979099239932,0.311,0.079,3.29973866438092e-25
"IGHV6-1",2.40423169355308e-29,3.20673462665189,0.236,0.041,3.50993784941815e-25
"PLP2",2.80333208119039e-29,-1.21897279833781,0.347,0.669,4.09258450532985e-25
"MSLN",4.43182722772358e-29,-2.69539083416712,0.073,0.374,6.47002456975366e-25
"MOGAT2",5.08853165044764e-29,3.49434264835537,0.179,0.018,7.4287473564885e-25
"TMEM54",6.32840229532506e-29,1.34550405506238,0.663,0.385,9.23883451094506e-25
"ISX",6.43691437476583e-29,3.22077757502941,0.176,0.017,9.39725129572064e-25
"SMS",1.02558950378361e-28,-1.87251478943243,0.158,0.474,1.49725811657369e-24
"ADAMDEC1",1.41717354200475e-28,2.88957166655404,0.21,0.031,2.06893165397274e-24
"TNS4",1.55174435769658e-28,-3.10901876319129,0.034,0.318,2.26539158780123e-24
"PABPC1",1.91300556477034e-28,0.435457602619436,1,1,2.79279682400822e-24
"CD55",2.23945552121726e-28,-1.43684353449285,0.288,0.598,3.26938111542508e-24
"CDHR1",2.53813348695308e-28,3.18488390543023,0.184,0.021,3.7054210776028e-24
"MUC4",4.64040333671844e-28,1.44633727544454,0.531,0.245,6.77452483127525e-24
"HSPH1",5.60937090154186e-28,-1.95613220674197,0.145,0.453,8.18912057916096e-24
"TUBA4A",6.20016858788753e-28,-1.37479743586757,0.35,0.635,9.05162612145701e-24
"BRI3",6.40972955585779e-28,-0.69297850874643,0.839,0.936,9.35756417859679e-24
"SAP18",1.08830557608012e-27,-1.35015141011528,0.303,0.618,1.58881731051937e-23
"SLC39A8",1.72947366696716e-27,1.5972998387032,0.469,0.197,2.52485860640535e-23
"AP2S1",1.85748382158359e-27,-1.10075644086359,0.425,0.702,2.71174063112988e-23
"CTNNB1",2.11883716904448e-27,-1.02610709081106,0.404,0.724,3.09329038308803e-23
"SLC4A4",2.46371107678936e-27,3.54681006824951,0.168,0.017,3.59677180100478e-23
"GPI",2.84169824550652e-27,-1.10404223172727,0.435,0.715,4.14859526861497e-23
"CA9",3.05539961866832e-27,-2.99095273195214,0.049,0.329,4.46057790329389e-23
"GPR160",3.62152527620622e-27,1.59027809682562,0.487,0.218,5.28706475073347e-23
"CEACAM7",3.83577737236743e-27,4.82107172950656,0.137,0.007,5.59985138591921e-23
"TGM2",5.24658076632474e-27,-1.653992323674,0.218,0.524,7.65948326075748e-23
"KIAA1324",6.76760969088187e-27,3.43920109416291,0.181,0.023,9.88003338771845e-23
"CLDN1",7.01857415669922e-27,-2.32351762164893,0.091,0.382,1.02464164113652e-22
"HSPD1",7.32774375947018e-27,-0.825656610379859,0.746,0.902,1.06977731144505e-22
"NME4",7.48386609064847e-27,-1.35476823257851,0.267,0.579,1.09256961057377e-22
"SSBP1",8.28442312032352e-27,-1.28987977472974,0.316,0.617,1.20944293133603e-22
"KIF5B",9.34873989493394e-27,-1.39853353012369,0.249,0.564,1.36482253726141e-22
"POSTN",1.39427210132175e-26,-1.12875498125255,0.505,0.751,2.03549784071962e-22
"OAS1",1.51234137598711e-26,-2.05029786233374,0.096,0.394,2.20786717480358e-22
"PHLDA2",1.68046329725715e-26,-2.11850748480814,0.093,0.389,2.45330836766572e-22
"LMO7",1.82842693907929e-26,-1.48916922885606,0.218,0.528,2.66932048836185e-22
"GUK1",1.99337313450319e-26,-0.768328860975215,0.697,0.893,2.91012543906121e-22
"PSMA2",3.00228854568213e-26,-1.20592284177501,0.326,0.628,4.38304104784134e-22
"NKD1",3.15684524217534e-26,-2.48783607455738,0.075,0.358,4.60867836905178e-22
"POMP",3.2580828628786e-26,-1.82379187337354,0.15,0.451,4.75647517151647e-22
"SERPINB6",3.34352669967399e-26,-1.21353845335465,0.29,0.604,4.88121462885406e-22
"DDIT4",4.41841366558781e-26,-1.89376252313647,0.148,0.447,6.45044211039164e-22
"CHGA",4.42959406305494e-26,4.20216189686206,0.142,0.01,6.4667643726539e-22
"AEBP1",4.59079363691264e-26,-1.07259976110598,0.503,0.746,6.70209963052876e-22
"C12orf75",6.5975060879151e-26,-1.2408833297656,0.288,0.6,9.63169913774725e-22
"PLIN2",6.69616132099987e-26,-2.03539957207901,0.15,0.443,9.77572591252772e-22
"IGHJ2",7.33410016071042e-26,4.10262622331115,0.153,0.014,1.07070528246211e-21
"CCL19",9.61953793289246e-26,2.61298714485399,0.215,0.038,1.40435634282297e-21
"TOMM5",1.07202069053807e-25,-1.22637571382945,0.332,0.63,1.56504300611653e-21
"DNAJA1",1.19866250043685e-25,-1.75342295553854,0.145,0.445,1.74992738438775e-21
"ARPC2",1.52278288527707e-25,-0.602890974219003,0.865,0.945,2.22311073421599e-21
"DERL3",1.5623774775552e-25,2.14969447696793,0.303,0.087,2.28091487948284e-21
"LAMP1",1.69419134761185e-25,-1.03499258600001,0.415,0.703,2.47334994837854e-21
"SYNE2",1.69432929122851e-25,1.39480697480446,0.531,0.265,2.4735513322645e-21
"CNN2",1.84110537442142e-25,-0.78662512685222,0.591,0.857,2.68782973611783e-21
"MYH9",2.02836168146982e-25,-0.620440798894479,0.863,0.96,2.96120521877779e-21
"PRAP1",2.42260797766374e-25,-2.1681292195867,0.106,0.388,3.5367653865913e-21
"SF3B6",2.54543605505004e-25,-1.33498239047249,0.262,0.568,3.71608209676755e-21
"SI",3.14395545020071e-25,5.51028419222439,0.111,0.002,4.58986056174802e-21
"JUP",3.17959498915327e-25,-1.36815382789469,0.269,0.567,4.64189072466486e-21
"ADIRF",4.97298938018281e-25,-1.15765849665242,0.365,0.65,7.26006719612889e-21
"MSN",5.9754248407741e-25,-2.10670623257579,0.093,0.375,8.7235227250461e-21
"PLS3",6.43221819204112e-25,-1.56519495726362,0.197,0.495,9.39039533856083e-21
"JPT1",7.03066996094737e-25,-1.36938008809677,0.262,0.556,1.02640750759871e-20
"RNASET2",7.21376012930918e-25,-1.03083862404037,0.453,0.718,1.05313684127785e-20
"KCTD5",8.07375496927412e-25,-1.58501514325791,0.181,0.482,1.17868748796433e-20
"TESC",1.10468853196835e-24,-3.0890088024598,0.039,0.294,1.61273478782059e-20
"PCBP2",1.44400424232219e-24,0.788217474437526,0.845,0.736,2.10810179336617e-20
"TRBC2",1.47138178546136e-24,2.08334587896816,0.311,0.096,2.14807026859504e-20
"ITGA2",2.00746122828519e-24,-1.92000839388834,0.148,0.43,2.93069264717354e-20
"NDUFB6",2.61766102512337e-24,-1.2535344596523,0.329,0.604,3.82152333057761e-20
"BNIP3L",2.98858063567548e-24,-1.63045297759728,0.21,0.495,4.36302887002264e-20
"CISD3",4.31157462920735e-24,1.27112215188597,0.591,0.339,6.29446780117981e-20
"CDH17",5.3796719724262e-24,0.831691176381551,0.813,0.583,7.853783112545e-20
"S100A2",5.5472340343556e-24,-3.30135808823631,0.028,0.273,8.09840696675574e-20
"GUCA2A",5.99911937695979e-24,4.4899642078448,0.127,0.008,8.7581143784236e-20
"C12orf57",8.20031847590883e-24,0.983492561568332,0.72,0.481,1.19716449429793e-19
"VIPR1",9.20328980619219e-24,2.32971194658257,0.254,0.065,1.343588278806e-19
"LUC7L3",1.55194434863815e-23,1.32841957747056,0.549,0.296,2.26568355457684e-19
"CAPG",1.6964364015003e-23,-1.29810343928381,0.244,0.541,2.47662750255029e-19
"YWHAG",2.30446660901888e-23,-1.43782208339667,0.199,0.494,3.36429080250666e-19
"F3",2.46532243378216e-23,-1.73135520079181,0.251,0.511,3.59912422107857e-19
"NAA20",2.8046825455157e-23,-1.15837681724404,0.306,0.587,4.09455604819838e-19
"OAZ1",3.68905426122937e-23,-0.548706535832892,0.863,0.966,5.38565031596876e-19
"ENTPD2",3.79274263998602e-23,-2.0394240897077,0.093,0.361,5.53702498011559e-19
"UBE2V1",4.24217439593922e-23,-0.693931458961245,0.707,0.884,6.19315040063167e-19
"KDELR2",5.03465686601463e-23,-0.840872472121568,0.591,0.791,7.35009555869475e-19
"CCL28",6.04660615364864e-23,1.94155015329512,0.303,0.096,8.82744032371165e-19
"ENAH",6.09443111083891e-23,-1.86438536473494,0.088,0.357,8.89725997871373e-19
"TRAP1",7.31171128501653e-23,-1.39700709635737,0.251,0.525,1.06743673049956e-18
"YWHAQ",7.40234109022714e-23,-0.814985409752356,0.549,0.774,1.08066777576226e-18
"PRSS22",7.45307799030665e-23,-1.80228035762038,0.166,0.439,1.08807485580487e-18
"PTGDS",7.92577065734684e-23,1.54913512119575,0.415,0.178,1.15708325826607e-18
"SH3BGRL3",8.15987427264801e-23,-0.981398181066103,0.513,0.745,1.19126004506388e-18
"SEM1",1.1197307984772e-22,-0.817804425739404,0.56,0.808,1.63469499269687e-18
"NAAA",1.17846903517599e-22,2.25508221113784,0.246,0.063,1.72044694445342e-18
"CHCHD2",1.20525881094861e-22,-0.475666337965938,0.948,0.978,1.75955733810388e-18
"GPRC5A",1.37788634418818e-22,-1.14820020947532,0.29,0.568,2.01157627388033e-18
"PFDN2",1.55062903620193e-22,-1.95914997427554,0.117,0.382,2.26376332995119e-18
"DDX21",1.74074018401347e-22,-0.97240199938377,0.37,0.653,2.54130659464127e-18
"NT5E",1.8030950616269e-22,-1.61504081115189,0.148,0.423,2.6323384804691e-18
"CYB5B",1.88398671211546e-22,-1.10356784092061,0.391,0.645,2.75043220101736e-18
"RNPS1",2.03592978850362e-22,-1.1353196598366,0.28,0.567,2.97225389823643e-18
"ARPC4",2.20785345542439e-22,-0.748971094583805,0.526,0.793,3.22324525957406e-18
"SERPINB1",2.64026362671567e-22,-1.21185059701602,0.272,0.555,3.85452086864221e-18
"PYGB",2.79260221864295e-22,-1.47591000825058,0.233,0.5,4.07691997899684e-18
"DCBLD2",2.86014304941245e-22,-2.27680990817088,0.085,0.339,4.17552283783724e-18
"TMEM123",3.03661149060252e-22,-1.07987347090179,0.422,0.665,4.43314911513061e-18
"CHMP4B",3.34554377282637e-22,-0.900834428562628,0.474,0.734,4.88415935394922e-18
"DUSP4",3.48975475881443e-22,-2.59657989489083,0.047,0.288,5.09469297239318e-18
"SERPINB5",4.71611916196599e-22,-2.70156141966777,0.041,0.278,6.88506236455415e-18
"PSAP",5.70186082135459e-22,-0.48594120600183,0.935,0.979,8.32414661309556e-18
"KLK1",7.27572086874485e-22,1.79642395832098,0.37,0.149,1.06218248962806e-17
"ATP2A3",8.28479573941646e-22,1.9493958264821,0.285,0.088,1.20949732999741e-17
"PFKP",8.69530380419021e-22,-1.58112526523371,0.15,0.423,1.26942740237373e-17
"DYNLL1",8.74567279186746e-22,-0.977318676941474,0.391,0.652,1.27678077088473e-17
"TKT",9.17719522697354e-22,-1.02311303300751,0.43,0.676,1.33977873118587e-17
"STAU1",1.0496975572073e-21,-1.22613482302226,0.254,0.538,1.53245346376694e-17
"CLIC3",1.09050738279173e-21,-1.95790724550255,0.109,0.367,1.59203172813765e-17
"DNAJB1",1.22291736574897e-21,-1.64123577512107,0.174,0.441,1.78533706225692e-17
"LY6E",1.40232922106665e-21,-1.40595526994272,0.189,0.471,2.0472604298352e-17
