"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEFF1",5.88002503949088e-05,-3.27761836716704,0.003,0.046,0.858424855515274
"UBFD1",5.91572655509807e-05,-0.958829979810242,0.111,0.202,0.863636919778767
"EXTL3",5.93242386231349e-05,-1.47026344510943,0.031,0.096,0.866074559659147
"HBA2",5.94302330727222e-05,1.02396927943615,0.109,0.049,0.867621972628672
"VCL",5.96778636182893e-05,-0.510506042690725,0.249,0.361,0.871237130963405
"ITGB6",5.99066953162728e-05,-1.01547699450375,0.088,0.173,0.874577844922267
"YBX1",6.08324756800011e-05,1.18835609733703,0.098,0.042,0.888093312452336
"PITPNC1",6.10326916814163e-05,-0.780279731753633,0.15,0.248,0.891016265856997
"MCUB",6.10563738752076e-05,-1.41254794725315,0.021,0.08,0.891362002204156
"TLR4",6.13506496347128e-05,-1.32304979641404,0.044,0.114,0.895658134017172
"XAF1",6.15887695839811e-05,-1.27421979070517,0.062,0.139,0.89913444715654
"RASL10B",6.16120645378232e-05,-2.30563274333663,0.003,0.046,0.89947453018768
"THEM6",6.16883382319317e-05,-1.73904877193033,0.018,0.075,0.900588049847971
"WEE1",6.17004409077182e-05,-0.856418128739703,0.109,0.2,0.900764736811778
"HSPA6",6.17455815358883e-05,-4.03145777989764,0,0.04,0.901423744842434
"CREB5",6.17455815358883e-05,-4.03145777989764,0,0.04,0.901423744842434
"CDC6",6.18212095098263e-05,-1.94758522264262,0.013,0.066,0.902527837633954
"COPA",6.1940513043694e-05,-0.575648749581526,0.233,0.344,0.904269549924889
"CYTH3",6.19972182956855e-05,-1.72067024261548,0.018,0.075,0.905097389898712
"AMACR",6.21785355717705e-05,-1.00815769217381,0.114,0.203,0.907744440812278
"RAD23A",6.24031146066415e-05,-0.262166770832086,0.42,0.566,0.911023070142359
"TRAJ11",6.26793576932996e-05,1.50728170406287,0.085,0.034,0.91505594296448
"LONRF1",6.26989799064213e-05,-1.5437924805314,0.036,0.102,0.915342407653845
"DAB2",6.27779535068713e-05,-0.634940368589594,0.14,0.239,0.916495343246814
"NMRAL1",6.30370181839698e-05,-0.611918888383855,0.241,0.35,0.920277428467776
"NFIB",6.31107572531199e-05,-0.444179556302257,0.22,0.338,0.921353945138298
"RIOK1",6.33069097422854e-05,-0.736437558473794,0.08,0.166,0.924217575327625
"SCAND1",6.33988912019624e-05,-0.705543550528011,0.135,0.233,0.925560412657449
"NOMO1",6.3508400877829e-05,-0.407253647583633,0.295,0.416,0.927159144415426
"LY6G6D",6.35911016328838e-05,-2.82758544653199,0.005,0.051,0.92836649273847
"PDXK",6.37404764117234e-05,-0.659958828626434,0.189,0.294,0.93054721513475
"PIGT",6.3784530431471e-05,-0.376776816231324,0.381,0.502,0.931190359769046
"MIPEP",6.38273918921137e-05,-1.27612874902655,0.044,0.114,0.931816094232968
"SPIN4",6.41036905335291e-05,-1.75899836127458,0.023,0.083,0.935849778098991
"BICDL1",6.4440289499499e-05,-2.51208362080406,0.008,0.056,0.940763786403186
"GTF2A1",6.46077792701591e-05,-1.20057214186204,0.057,0.132,0.943208969565053
"PLK1",6.47495293473048e-05,-1.70952968501028,0.021,0.079,0.945278378941303
"TMEM236",6.49218106036031e-05,2.51028419222439,0.031,0.005,0.947793513002002
"FAM189A1",6.49218106036031e-05,2.51028419222439,0.031,0.005,0.947793513002002
"C11orf80",6.49582565248143e-05,-1.20013961448932,0.057,0.132,0.948325587005764
"ZNF687",6.49732212646565e-05,-1.55272560530141,0.034,0.099,0.94854405724272
"SLC40A1",6.50987988281926e-05,0.514646744810461,0.474,0.37,0.950377364092783
"RNF43",6.51249846727564e-05,-0.764020317754524,0.135,0.232,0.950759651237571
"SYDE1",6.51621570499449e-05,-1.37963332478041,0.047,0.117,0.951302330772145
"JOSD2",6.54546900938192e-05,-1.16416031738375,0.07,0.149,0.955573020679666
"GPR176",6.55079750025805e-05,-1.70035025823588,0.026,0.087,0.956350927062673
"GABRA2",6.60956855121034e-05,2.77331859805819,0.028,0.004,0.964930912791197
"HES6",6.64311862587403e-05,-1.00005264253676,0.057,0.133,0.96982888819135
"MLST8",6.65196911733213e-05,-1.11505407067598,0.052,0.125,0.971120971439318
"HPN",6.65552910635082e-05,2.65784138063825,0.028,0.004,0.971640694236156
"SEMA7A",6.68244776828694e-05,-1.66932336261526,0.026,0.087,0.97557054969221
"GCA",6.6915293315325e-05,-1.2932490188808,0.041,0.11,0.97689636711043
"CPNE3",6.69875560049382e-05,-0.982350640803296,0.101,0.188,0.977951330116093
"HS1BP3",6.69942237085529e-05,-1.04430465945324,0.057,0.133,0.978048671921164
"JMJD1C",6.70510914320761e-05,-0.669323362615257,0.145,0.245,0.978878883816879
"MMAB",6.73203416384286e-05,-1.16997764397907,0.057,0.132,0.982809667579418
"SLC20A2",6.78601864885892e-05,-0.961678342119273,0.07,0.151,0.990690862546913
"CBX4",6.78604265542849e-05,-0.688334260495787,0.127,0.224,0.990694367266005
"PAPPA",6.83885924815503e-05,-1.33790914636039,0.039,0.106,0.998405061638152
"GLTP",6.85166382231227e-05,0.747108718735339,0.301,0.206,1
"PLEKHA4",6.85495027582989e-05,-0.869692840033835,0.088,0.173,1
"GMDS",6.87276321264859e-05,-0.549098463124616,0.251,0.364,1
"SQOR",6.90277360538319e-05,0.521137798711356,0.539,0.444,1
"COX6B2",6.90642740774606e-05,-1.37778252909247,0.044,0.113,1
"NOTCH2",6.91866627863864e-05,-0.861532778455328,0.106,0.196,1
"EEF1AKMT1",6.97370047168992e-05,-1.77511802663785,0.016,0.07,1
"AP1M1",6.98560691127659e-05,-0.949147426412903,0.091,0.176,1
"MARCH2",7.00166417743016e-05,-0.804699017187572,0.137,0.233,1
"AGTRAP",7.00394787284994e-05,-1.37337734997247,0.036,0.102,1
"GPX4",7.02330630069528e-05,-0.401052308415316,0.402,0.512,1
"RNF8",7.0253384943704e-05,-1.29908989746986,0.039,0.106,1
"ZNF816",7.03178182572913e-05,-1.94504302808017,0.018,0.074,1
"RABAC1",7.04847821317667e-05,-0.455297594712483,0.295,0.408,1
"MECP2",7.07898002489351e-05,-1.12602518849698,0.052,0.125,1
"OPN3",7.08190390668234e-05,-0.716903412692559,0.124,0.221,1
"DCAF16",7.0820841817299e-05,0.932463760747258,0.254,0.167,1
"DTYMK",7.1011648826661e-05,-1.48433863032116,0.031,0.095,1
"KCTD10",7.11361826158231e-05,-0.780831677832248,0.119,0.214,1
"LIPH",7.12437140508087e-05,-1.34666001159669,0.036,0.102,1
"PLEKHO1",7.12471095458812e-05,-0.731804658727716,0.28,0.38,1
"ZNF408",7.12782404783051e-05,-2.16997764397907,0.013,0.065,1
"PRRC1",7.14160489230164e-05,-0.712108229112054,0.114,0.207,1
"PUS7",7.18209108597846e-05,-2.14951354141935,0.013,0.065,1
"PPM1G",7.26639568482205e-05,-0.443274462885409,0.407,0.521,1
"CAND1",7.2705904548522e-05,-0.716903412692559,0.13,0.226,1
"KIAA0232",7.27311626443386e-05,-0.971515239441358,0.067,0.147,1
"PAQR6",7.28024757631586e-05,-3.1901555259167,0.003,0.045,1
"LAMA5",7.28595448211142e-05,-0.795295908575484,0.158,0.255,1
"DNASE2",7.3003061962642e-05,-1.23746124069505,0.047,0.117,1
"DDX46",7.30335100186217e-05,-0.674614426153021,0.163,0.265,1
"FAM210A",7.3065283159865e-05,-1.10442565189081,0.06,0.135,1
"ACVR1C",7.31423959842366e-05,1.97976947552561,0.044,0.011,1
"COMT",7.32666452367003e-05,-0.492718295937129,0.321,0.434,1
"TBC1D10C",7.33535862215774e-05,1.76677575219142,0.052,0.015,1
"DBF4",7.33764435118723e-05,-1.32304979641404,0.044,0.113,1
"IARS",7.38347521995467e-05,-1.06462464383284,0.044,0.114,1
"TRIB1",7.39063531826069e-05,-0.748645815276663,0.122,0.215,1
"SIPA1L1",7.39517256101675e-05,-0.908973773372645,0.067,0.147,1
"PRKAG1",7.4050868471675e-05,-1.10399888216698,0.049,0.121,1
"RBM8A",7.42993087735786e-05,-0.558998202316936,0.249,0.359,1
"CHL1",7.43350711716574e-05,1.22488197336215,0.093,0.039,1
"CLASP1",7.45048538348884e-05,-0.900648908721713,0.104,0.192,1
"CDC27",7.45678916779134e-05,-0.78679983168549,0.085,0.171,1
"IST1",7.48103991846622e-05,-0.849118608081631,0.08,0.165,1
"PTK6",7.505103871394e-05,-0.536806050215292,0.171,0.277,1
"ATP5MC2",7.51241591462576e-05,0.335018237897823,0.793,0.748,1
"OAF",7.51934914260883e-05,0.563143979343578,0.404,0.3,1
"CCNF",7.55269209147584e-05,-1.9271211200829,0.013,0.065,1
"SLC4A7",7.57971955533256e-05,-1.81818674852974,0.026,0.086,1
"TTC9",7.59369692580026e-05,-1.5437924805314,0.013,0.065,1
"TAF1A",7.63947020274509e-05,-1.35651391233882,0.031,0.095,1
"TESK1",7.67907857371221e-05,-0.82113042439469,0.106,0.195,1
"MSX2",7.68412551033846e-05,-2.28326493030818,0.01,0.06,1
"CHUK",7.68412551033846e-05,-2.28326493030818,0.01,0.06,1
"EMC3",7.68432647460861e-05,-0.80098008994982,0.096,0.184,1
"DIO2",7.69371753886647e-05,-1.77511802663785,0.023,0.082,1
"C8orf33",7.70658854934601e-05,-0.803462652331816,0.132,0.227,1
"CIR1",7.71371274025394e-05,-0.942634119454229,0.088,0.172,1
"ICAM2",7.72249344147845e-05,0.809844474083302,0.21,0.127,1
"PAN2",7.72387715966611e-05,1.15379887530066,0.106,0.048,1
"SRM",7.73952600573832e-05,-0.83924836405757,0.096,0.183,1
"PCP4",7.74848649434573e-05,-2.81464639082449,0.008,0.055,1
"WASHC4",7.76002422143211e-05,-0.873681861121444,0.106,0.195,1
"RAD50",7.7664306107436e-05,-0.76938165708871,0.127,0.222,1
"AGPAT4",7.78832297525029e-05,-1.75899836127458,0.023,0.082,1
"MKLN1",7.80417816586243e-05,-0.945617463700294,0.07,0.15,1
"PLXNB1",7.83812398176776e-05,-1.13917159719789,0.052,0.124,1
"ITGB1BP1",7.84879374320278e-05,-0.708622614850947,0.171,0.271,1
"CCL14",7.85149006572876e-05,1.16739647870139,0.096,0.041,1
"KLHDC2",7.89646752480593e-05,1.00539528320111,0.161,0.089,1
"MMP3",7.94162944418415e-05,-2.51208362080406,0.008,0.055,1
"AMMECR1",7.9478400009992e-05,-0.951643439216973,0.08,0.162,1
"COPS8",7.95989654653322e-05,-0.697639273960137,0.153,0.25,1
"NUDT1",7.98280048814062e-05,-1.41254794725315,0.021,0.078,1
"STYXL1",7.99340690539969e-05,-1.98766266201795,0.016,0.069,1
"SDC3",8.00546728077932e-05,-1.0939402106574,0.075,0.155,1
"DYNC1I2",8.01465528402471e-05,-0.488452391422957,0.241,0.353,1
"RAD18",8.02859169841405e-05,-1.96776310458025,0.016,0.069,1
"REST",8.02859169841405e-05,-1.96776310458025,0.016,0.069,1
"GDA",8.05387187407687e-05,-1.6231149331928,0.021,0.078,1
"TOLLIP",8.05873710941762e-05,-0.882530969058834,0.109,0.198,1
"RRP15",8.08814428070222e-05,-1.48433863032116,0.034,0.098,1
"DNAJB9",8.10054092854235e-05,-0.901242488257299,0.109,0.197,1
"RIOX2",8.11642746968429e-05,-1.31146182213883,0.047,0.116,1
"PDGFC",8.1539605783101e-05,-1.62149483752464,0.026,0.086,1
"TSPAN13",8.16234110419214e-05,-0.418974216412579,0.355,0.474,1
"RFLNB",8.18706957337164e-05,-1.11764302613233,0.083,0.164,1
"PAPSS1",8.19881761108885e-05,-0.631860975657622,0.145,0.244,1
"PYGL",8.19974969716341e-05,-1.28800284931484,0.047,0.116,1
"RELT",8.2106169223554e-05,-1.59008613280533,0.028,0.09,1
"CMIP",8.21586211508079e-05,-0.805620115035198,0.124,0.217,1
"BRMS1",8.23640565302273e-05,-0.858173766365413,0.15,0.243,1
"HIST1H2BN",8.31817655754967e-05,-0.560993221285007,0.233,0.344,1
"KNSTRN",8.36755996895327e-05,-2.14124592543575,0.008,0.055,1
"SFXN1",8.40652581668576e-05,-0.67558235308694,0.091,0.178,1
"GORASP2",8.41779549717226e-05,-0.927121120082904,0.091,0.175,1
"ZEB1",8.42078261927021e-05,-1.27761836716704,0.057,0.13,1
"HIST1H4I",8.45625169914642e-05,0.915972824944645,0.197,0.118,1
"BACE1",8.48932069372479e-05,-1.34666001159669,0.036,0.101,1
"OGDH",8.50033076374751e-05,-0.927121120082904,0.098,0.184,1
"HINT1",8.50357175319906e-05,-0.357533845248664,0.541,0.647,1
"STK3",8.57977199329827e-05,-1.94504302808017,0.018,0.073,1
"SELENOW",8.60068033049675e-05,-0.319176449112031,0.57,0.688,1
"LRG1",8.601024954935e-05,-1.10399888216698,0.052,0.124,1
"SLC2A5",8.62270026411527e-05,-1.89059524405779,0.018,0.073,1
"SNAPC2",8.62819395946547e-05,-1.15116139430083,0.06,0.134,1
"TAFA5",8.62832220373096e-05,-1.39874214772812,0.034,0.098,1
"ELK1",8.67486494650221e-05,-0.957178353939084,0.088,0.171,1
"CRYL1",8.70440862099699e-05,-1.00958328027488,0.085,0.167,1
"SDS",8.7089525628001e-05,-1.85312053863913,0.018,0.073,1
"INSIG2",8.7143635782626e-05,-1.40037323330704,0.041,0.108,1
"HMCES",8.72687346633388e-05,-1.09061985236578,0.057,0.131,1
"IL13RA1",8.73856536725192e-05,-0.563262344729623,0.205,0.313,1
"CMBL",8.77724542237664e-05,0.553390216673221,0.477,0.386,1
"ADAT1",8.79926035764209e-05,-1.30563274333663,0.049,0.119,1
"PLEKHA1",8.81964664748002e-05,-0.751172331012822,0.119,0.211,1
"BICD2",8.90034702016829e-05,-0.882033230554366,0.088,0.172,1
"KIF16B",8.9161595393854e-05,-1.20057214186204,0.057,0.13,1
"BCAP29",8.96843934193097e-05,-0.792191539996796,0.135,0.229,1
"CTDSP1",9.00008386935269e-05,0.597049696519499,0.417,0.321,1
"SLC35E1",9.00538033973607e-05,-0.646669661171701,0.124,0.22,1
"SPON1",9.0374884975644e-05,-0.67558235308694,0.132,0.228,1
"GPR35",9.10078802348471e-05,-1.06947404349423,0.065,0.141,1
"MRVI1",9.11371655089374e-05,-0.868227431029336,0.054,0.128,1
"RBM5",9.12144003118689e-05,0.763262337874433,0.345,0.256,1
"NNT",9.21273652361253e-05,-1.02023052447439,0.062,0.138,1
"USP16",9.2339734088875e-05,-0.942228012473113,0.091,0.174,1
"INTS1",9.30848058696882e-05,-1.0470305838181,0.073,0.151,1
"HNF4A",9.33131874336723e-05,-0.54727304926636,0.225,0.336,1
"ASF1A",9.33359273283306e-05,-1.18087771232869,0.065,0.14,1
"SLC35F2",9.33996615883591e-05,-0.686987116359189,0.132,0.228,1
"PIP5K1C",9.40311074180599e-05,-1.08871026235715,0.067,0.144,1
"FLAD1",9.40837132928136e-05,-1.36600536131612,0.041,0.108,1
"TRAJ3",9.42052294986284e-05,1.8098444740833,0.049,0.014,1
"HRH1",9.43179947376258e-05,-1.71561701488919,0.026,0.085,1
"ARGLU1",9.47098719106971e-05,0.588314650704324,0.427,0.326,1
"IL2RA",9.50298280586482e-05,-2.21400226787107,0.01,0.059,1
"GSTCD",9.57169829885118e-05,-1.70952968501028,0.023,0.081,1
"IFT57",9.60002163140783e-05,-0.911439497850635,0.085,0.168,1
"ZFP64",9.60135998795111e-05,-1.18010186125278,0.06,0.133,1
"ADAMTS7",9.62654863555588e-05,-1.56296478980624,0.031,0.093,1
"KLK5",9.63472994599098e-05,-2.82758544653199,0.005,0.049,1
"ALS2",9.69922583741043e-05,-2.72067024261548,0.005,0.049,1
"FNDC4",9.73702071062885e-05,-2.51208362080406,0.008,0.054,1
"PSMG2",9.79457924923095e-05,-0.467689501445607,0.194,0.305,1
"ZNF174",9.80811855549126e-05,-2.43808303936028,0.008,0.054,1
"FAM20C",9.8182036759777e-05,-0.775118026637854,0.145,0.241,1
"TWISTNB",9.86374271503955e-05,-1.1901555259167,0.049,0.119,1
"CLDN5",9.87267518451927e-05,0.783372262722111,0.161,0.088,1
"PREB",9.89398990345728e-05,-1.09594018429905,0.07,0.147,1
"RAB12",9.9221304257372e-05,-0.669323362615257,0.117,0.209,1
"SLC39A14",0.000100331620965097,-0.710162584797084,0.114,0.206,1
"DHX29",0.000101328102581936,-1.42622288415022,0.034,0.097,1
"HEATR3",0.000101527193336293,-1.55515234269595,0.023,0.081,1
"NAT14",0.000101635916216913,-1.0418327789596,0.067,0.144,1
"PAQR3",0.000102387126587389,-1.08027790814432,0.057,0.13,1
"HAUS2",0.000102732645675006,-1.02369437977796,0.057,0.13,1
"HDAC3",0.000102882315688972,-0.89059524405779,0.093,0.177,1
"PRRC2C",0.000103273899225783,-0.24412400925663,0.632,0.745,1
"TESMIN",0.000103284818465858,-1.24460330993907,0.021,0.077,1
"STK17A",0.000103813366008164,-1.2932490188808,0.044,0.111,1
"MSTO1",0.000104252731461455,-1.21524650687953,0.039,0.104,1
"FMR1",0.000104563515139064,-0.476337959519118,0.148,0.249,1
"TRIM47",0.00010466578174,-0.911854363429594,0.088,0.17,1
"FAM122A",0.00010469905262288,0.995536791383931,0.158,0.088,1
"HIST1H1D",0.00010538905820548,-1.12642992830631,0.067,0.143,1
"CD209",0.000105605641211299,1.03223689541975,0.114,0.054,1
"TNFSF9",0.000105670777239666,-1.85312053863913,0.018,0.072,1
"LAGE3",0.000105939009448982,-1.21185059701602,0.052,0.122,1
"RUFY1",0.000106292612145723,-1.42831526311146,0.028,0.089,1
"MEIS3",0.000106328269679639,-1.35062019810994,0.041,0.107,1
"HEATR1",0.000106664715356317,-0.775118026637854,0.122,0.212,1
"NOVA1",0.00010709327801162,1.7907356511356,0.054,0.017,1
"TRAJ47",0.000107324482824424,1.59644083597411,0.054,0.017,1
"STX1A",0.000107918302641874,-2.08631971493216,0.013,0.063,1
"CNIH3",0.000108325321327132,-2.06462464383284,0.013,0.063,1
"AFF4",0.000108368966893014,-0.65581909826551,0.158,0.257,1
"CREBBP",0.00010840039377675,-1.42537198761073,0.039,0.103,1
"GLB1",0.000108554276680501,-0.764391620044796,0.096,0.181,1
"ISY1",0.000108670047620508,-0.985616769393049,0.067,0.144,1
"EDAR",0.000108732876974873,-2.04259833750284,0.013,0.063,1
"WDR33",0.000109449765154998,-0.629855079429811,0.119,0.212,1
"PTPN23",0.000109723308106083,-0.740969804226009,0.075,0.155,1
"BTG3",0.000109836323592792,-0.8993761296,0.101,0.185,1
"RBFOX2",0.000111024790602155,-0.688406393444523,0.181,0.28,1
"CSNK2B",0.000111048167201498,-0.53057996442145,0.272,0.378,1
"TIMM10",0.00011119131294468,-0.724932269469637,0.111,0.202,1
"GPRIN1",0.000111485684870349,-3.09704612152522,0.003,0.043,1
"SPOCD1",0.000111507089493776,-1.31791107311507,0.041,0.107,1
"TRAJ45",0.000111685537197213,2.0728788799171,0.039,0.009,1
"DRAM1",0.000112040819879443,-1.12392182751661,0.062,0.136,1
"GYG1",0.00011216287474059,-1.10442565189081,0.062,0.136,1
"ZDHHC7",0.000112621604573836,0.652139021274068,0.378,0.287,1
"SNX27",0.000112687748937414,-1.2807580746976,0.041,0.107,1
"WAPL",0.000113750915191528,-1.05891099263845,0.049,0.119,1
"INAFM1",0.000113774067964638,-0.798672754616751,0.119,0.208,1
"SAR1B",0.000113930855857676,-0.918609620227387,0.073,0.151,1
"RNF114",0.000114036200357047,-0.444256806980484,0.35,0.458,1
"NT5DC3",0.000114894091375375,-1.02921930770164,0.075,0.153,1
"PNPLA8",0.000115387259319315,-0.888646972268269,0.088,0.17,1
"MDH2",0.000116271569433525,-0.385601048040049,0.363,0.481,1
"CNTD2",0.000116375882291413,-2.5437924805314,0.003,0.043,1
"FAM155A",0.000116951642145795,-3.9271211200829,0,0.037,1
"ODAM",0.000116968510218378,-3.96274502981363,0,0.037,1
"PLPP3",0.000117055964968728,1.09224420478403,0.135,0.07,1
"SLC2A3",0.000117333924633232,-1.02772506102131,0.088,0.168,1
"YAE1",0.000117656825128386,-1.6231149331928,0.021,0.076,1
"GYS1",0.000117823339132316,-1.56296478980624,0.031,0.092,1
"MPHOSPH10",0.000117896916916124,-0.816340689364367,0.109,0.196,1
"PI4K2B",0.000118131585083917,-1.47026344510943,0.034,0.096,1
"DDX58",0.000118243435713759,-1.1110839549255,0.057,0.129,1
"LAP3",0.000118891101933757,-0.615762266905729,0.137,0.233,1
"DIP2C",0.000119220647011951,-1.01269685178898,0.088,0.168,1
"SCNM1",0.00011953129504931,-0.648988143075226,0.163,0.262,1
"PIP4P2",0.000119560118494461,-1.58870490240697,0.026,0.084,1
"ST3GAL2",0.000121210103987597,-0.963879670093022,0.065,0.14,1
"HSD3B7",0.000121409929137472,-1.45934215873209,0.031,0.092,1
"MICOS13",0.000121460706806283,-0.767813226014621,0.096,0.18,1
"E4F1",0.000121941273385967,-0.765657697388788,0.114,0.203,1
"COLCA2",0.000121960877447997,1.8098444740833,0.047,0.013,1
"AURKAIP1",0.000122329738559384,0.439703512778781,0.573,0.469,1
"SLFN5",0.000122560006897321,-0.97575589533378,0.08,0.16,1
"NUP37",0.000122965058997867,-1.55515234269595,0.023,0.08,1
"GNL2",0.000123961596974391,-0.919301615623605,0.088,0.169,1
"NPAS2",0.000124478235262945,-0.991609846534618,0.088,0.168,1
"SPIN1",0.00012458294162328,-0.535930362758428,0.269,0.374,1
"GULP1",0.00012461323079044,-1.24262294581083,0.039,0.103,1
"NANS",0.000125397774655336,0.558553401317646,0.427,0.335,1
"PRDM4",0.000125658607206854,-0.775118026637854,0.117,0.205,1
"SGPL1",0.000126259027954401,-0.568293442384012,0.215,0.317,1
"C12orf49",0.000126741413266684,-0.618328427384676,0.181,0.281,1
"CHRNA3",0.000126878357983596,-1.89059524405779,0.018,0.071,1
"DTNBP1",0.000127055538713566,-1.09061985236578,0.06,0.132,1
"TOM1",0.000127169014725599,-0.849815393915455,0.109,0.195,1
"ING1",0.00012734088608414,-1.04430465945324,0.057,0.129,1
"TXNDC9",0.000127553726620543,-1.01458396133324,0.078,0.156,1
"LNX2",0.000127612180674195,-1.14315804637953,0.062,0.135,1
"SHISA5",0.000127686321054236,-0.266222183832289,0.492,0.618,1
"SH3KBP1",0.000127901126992889,-0.639140357118879,0.181,0.28,1
"ASCL2",0.000128144402199423,-1.85312053863913,0.018,0.071,1
"HYAL3",0.000128780293535762,-1.83401171569142,0.018,0.071,1
"KIAA1143",0.000128821541210724,-0.605193025195542,0.106,0.196,1
"ZMPSTE24",0.000128821870797822,-0.34841760983343,0.293,0.416,1
"DEAF1",0.000128945073773354,-1.24904921497027,0.049,0.117,1
"MSH6",0.000129418096424859,-1.81464639082449,0.018,0.071,1
"TMEM167A",0.000129509694611087,-0.980702160287748,0.088,0.168,1
"ARL4A",0.000130322883318027,-0.668887700512931,0.163,0.26,1
"PITX1",0.000130717486778121,-0.754056411110025,0.101,0.186,1
"TBC1D14",0.000130914074765638,0.676577943219838,0.275,0.184,1
"CNP",0.000131625082304183,-1.18050535588298,0.057,0.128,1
"TOPORS",0.00013176366753667,-1.21185059701602,0.054,0.124,1
"ZNF581",0.000133735682659955,-1.05891099263845,0.049,0.118,1
"HMOX1",0.000133887042026054,-1.22410285784004,0.049,0.117,1
"MON1B",0.000134112823581269,-0.765657697388788,0.114,0.202,1
"DNAJC9",0.000134297626057564,-1.00049430641312,0.047,0.114,1
"CEP55",0.000134399704701237,-1.77511802663785,0.021,0.075,1
"SLC19A3",0.000135249959005329,2.13177256897066,0.036,0.008,1
"RNF138",0.00013581810864309,0.916759677999814,0.184,0.109,1
"SLCO2A1",0.000135840108040597,1.39480697480446,0.083,0.034,1
"FANCF",0.000136286456215565,-1.17918440809569,0.054,0.124,1
"RGS16",0.000136463631737003,-1.31090768537731,0.052,0.12,1
"WDYHV1",0.000136482855203515,-1.42622288415022,0.036,0.099,1
"ISG20",0.000137937292542759,-0.617576749651374,0.124,0.217,1
"EXT2",0.000138011059048603,-0.64401227408607,0.111,0.201,1
"ZCCHC24",0.000138954011057712,-0.948734933188967,0.122,0.207,1
"RNF103",0.000139298710282999,-1.2520832750599,0.047,0.113,1
"HSDL1",0.000139625700907473,-1.82020591616639,0.013,0.062,1
"ADAMTS1",0.000139785064392771,0.652139021274069,0.207,0.125,1
"CTSD",0.00014013096621386,-0.25056970874272,0.933,0.923,1
"FBXO7",0.000140239347583749,-0.525224720492127,0.218,0.325,1
"VAMP8",0.000140439913004943,-0.527927898868839,0.337,0.433,1
"POPDC2",0.000140696910364534,-1.59008613280533,0.028,0.087,1
"TBC1D7",0.000140711385662337,-0.765270240681507,0.106,0.192,1
"DNAJC5",0.000140923610619926,-0.694093529784472,0.137,0.231,1
"HEXA",0.000141694661662691,0.645272707135196,0.324,0.233,1
"PUM3",0.000141838635180558,-0.600310803815795,0.158,0.253,1
"SPATA33",0.000141877439848814,-1.16100918025718,0.062,0.134,1
"TMEM147",0.000142169254468919,-0.501357214211002,0.225,0.334,1
"SLC28A2",0.00014229617550165,3.39480697480446,0.018,0.001,1
"UQCC2",0.000142353748815527,-0.74012260528165,0.111,0.199,1
"AADAT",0.000142490410038058,-2.21400226787107,0.01,0.057,1
"GTF2H4",0.000142999282471672,-1.48971580777561,0.031,0.091,1
"RP1",0.00014467402000224,-3.85312053863913,0,0.036,1
"MINDY4",0.000144694917911552,-3.89059524405779,0,0.036,1
"MORC3",0.000145432380612751,-1.31943854286166,0.036,0.099,1
"TM2D1",0.000145445677417847,0.683152469167439,0.282,0.195,1
"TMEM255B",0.00014662896325475,-1.2807580746976,0.044,0.109,1
"CPEB2",0.000146653992566623,-1.30563274333663,0.036,0.099,1
"RIPOR1",0.000147482632425499,-1.38480295677024,0.034,0.095,1
"SYTL1",0.000147566170316468,1.58745205274685,0.057,0.019,1
"PLA2G4A",0.000147580371752591,-2.72067024261548,0.005,0.047,1
"RUBCNL",0.00014830867618993,-0.669323362615258,0.171,0.267,1
"ERICH2",0.000148751838618905,-2.3865527387202,0.008,0.052,1
"CHST3",0.000148751838618905,-2.41254794725315,0.008,0.052,1
"GLRX2",0.000149028980185217,-1.29169355237876,0.036,0.099,1
"E2F3",0.00014911557236882,-1.17808269361612,0.047,0.113,1
"WDR24",0.000149122681400217,-1.27761836716704,0.036,0.099,1
"LRATD2",0.000149170229590919,-0.997510447974302,0.08,0.158,1
"HELZ2",0.000149516306864805,-1.1901555259167,0.052,0.12,1
"FUOM",0.000150268626610529,-1.4746089153854,0.028,0.087,1
"LURAP1L",0.000150965023820034,-0.673169819011549,0.124,0.215,1
"STAT3",0.00015119862826556,-0.465015367147282,0.321,0.429,1
"TRAPPC2L",0.000151723030134758,-0.658304361655104,0.13,0.222,1
"SGK1",0.000153981477811973,-1.04879967667116,0.06,0.131,1
"VPS37C",0.000154482552801817,-0.787396356416291,0.083,0.164,1
"PRR7",0.000154541947045907,-1.87197956589044,0.018,0.07,1
"VEZT",0.000155357891383951,-0.772090333940286,0.122,0.21,1
"CUL4B",0.000155461649730555,-0.878211519601958,0.117,0.202,1
"PTPN14",0.000156078695860793,-1.85312053863913,0.018,0.07,1
"EIF2B4",0.000156078695860793,-1.85312053863913,0.018,0.07,1
"RAB20",0.000157033405936591,-1.00154596120946,0.085,0.164,1
"PHC2",0.000158049106516014,-1.02023052447439,0.088,0.167,1
"VRK2",0.000158321148861914,-0.605193025195542,0.176,0.275,1
"RAB11FIP5",0.000158988849855591,-0.909527060068166,0.073,0.149,1
"TFRC",0.000159181902436708,-0.528872065220378,0.272,0.374,1
"NARS",0.00015930384296526,0.669986810500341,0.324,0.235,1
"FMNL2",0.000159446946453988,-0.96776310458025,0.062,0.135,1
"KRAS",0.000159466993227015,-0.9853357340282,0.085,0.164,1
"TSR1",0.000159578996611465,-1.10769336572472,0.047,0.113,1
"MASP1",0.000159833094197145,-1.9271211200829,0.008,0.052,1
