"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ISX",1.21744346843406e-51,3.31761995816527,0.176,0.018,1.77734571956688e-47
"TRPM4",1.62716334060298e-51,1.77444603055011,0.516,0.183,2.37549576094628e-47
"COX5A",3.04609833241175e-51,1.06970614140598,0.865,0.67,4.44699895548791e-47
"LAMC2",3.15148884670807e-51,-1.73826648730223,0.417,0.768,4.60085856730911e-47
"CAVIN1",3.22702200392342e-51,-1.44565963075841,0.433,0.775,4.7111294235278e-47
"KLK10",4.25691381969504e-51,-1.93901052191499,0.321,0.689,6.21466848537279e-47
"PPARGC1A",7.17224048410788e-51,2.7143345042531,0.212,0.029,1.04707538827491e-46
"URAD",1.45672248983567e-50,3.06100467322576,0.184,0.021,2.12666916291109e-46
"IGLV3-1",2.2762819229287e-50,2.65726101322592,0.28,0.055,3.3231439792836e-46
"RAPGEFL1",3.38648240095811e-50,2.65420474911716,0.236,0.038,4.94392565715874e-46
"MOGAT2",7.32164785097494e-50,3.34510069458738,0.179,0.02,1.06888736976383e-45
"SIAE",7.33634580511095e-50,1.85882246872563,0.435,0.134,1.07103312408815e-45
"KLF4",2.21491921200306e-49,1.65233490433171,0.536,0.2,3.23356055760327e-45
"CHGA",2.69269769818557e-49,4.06499277539464,0.142,0.011,3.93106936958111e-45
"CALD1",5.39550872015893e-49,-1.83212716133941,0.272,0.652,7.87690318056002e-45
"ELF3",4.12307564519011e-48,1.49763118523841,0.635,0.293,6.01927813441305e-44
"VIPR1",6.78234249524048e-48,2.58283366205831,0.254,0.048,9.90154180880157e-44
"RACK1",7.84333937304457e-48,0.773580456778296,0.953,0.933,1.14504911507078e-43
"SLC44A4",9.06229530259684e-48,1.86177845574206,0.474,0.169,1.32300449122611e-43
"CLCA4",9.30848157243147e-48,3.58876977555424,0.181,0.022,1.35894522475927e-43
"NR3C2",1.11767499949279e-47,2.20176990315678,0.295,0.064,1.63169373175952e-43
"TPD52",1.40364697219281e-47,1.53921866192865,0.606,0.268,2.04918421470429e-43
"LRRC19",2.34366854374625e-47,2.76013819386622,0.207,0.03,3.42152170701516e-43
"TIMP3",3.3709245284057e-47,-1.2731204260792,0.451,0.799,4.92121271901948e-43
"RAP1GAP",4.64845499090225e-47,3.07047831447837,0.189,0.025,6.78627944121819e-43
"ADTRP",5.12855013450316e-47,2.7240689391587,0.189,0.024,7.48717034136116e-43
"ABCC3",7.12971239578724e-47,1.68684268454248,0.516,0.198,1.04086671266098e-42
"PROM1",7.3409282486738e-47,2.43332787759911,0.246,0.045,1.07170211502389e-42
"MYH9",9.93929677840195e-47,-0.829924824946029,0.863,0.974,1.4510379366789e-42
"IFITM2",1.02863512835594e-46,-0.905276064664083,0.744,0.95,1.50170442388683e-42
"CCL15",1.53116315800778e-46,2.44044857117486,0.269,0.055,2.23534509437555e-42
"LRATD1",3.4601360790812e-46,2.03655162950122,0.363,0.101,5.05145266185064e-42
"S100A6",6.06614794906268e-46,-0.612241638179726,1,1,8.85596939083661e-42
"KLK6",6.29098045331228e-46,-1.93373831272171,0.303,0.646,9.1842023637906e-42
"SLC4A4",8.79769883582097e-46,3.32717878659012,0.168,0.02,1.2843760530415e-41
"GREM1",2.97505800791019e-45,-1.14381711071775,0.534,0.854,4.34328718574809e-41
"ERN2",1.76494404505402e-44,2.4891768722608,0.244,0.047,2.57664181137436e-40
"MXRA7",3.5354288531465e-44,-0.966322374109894,0.71,0.915,5.16137258270857e-40
"IGHV6-1",9.33559228394588e-44,2.08663901854341,0.236,0.044,1.36290311753326e-39
"MZB1",1.35695111740158e-43,2.08486492210626,0.28,0.062,1.98101293629457e-39
"FSTL1",2.37862335763197e-43,-1.47097961271925,0.365,0.695,3.47255223980692e-39
"SULT1B1",5.29464264218251e-43,2.43315687125258,0.238,0.046,7.72964879332225e-39
"OLFM4",3.8433227882796e-42,2.04579090236204,0.503,0.211,5.61086693860938e-38
"SI",4.50468537702026e-42,4.13864981711995,0.111,0.007,6.57639018191187e-38
"GGT6",4.61404828098568e-42,3.08771285189473,0.155,0.018,6.73604908541099e-38
"ATP2A3",4.80611989383213e-42,2.24147806351322,0.285,0.068,7.01645443300552e-38
"COL4A1",5.60023720069735e-42,-1.45257374758835,0.399,0.712,8.17578628929806e-38
"COL5A1",1.28137932715472e-41,-1.49818781275806,0.334,0.673,1.87068567971318e-37
"PARM1",2.50351692174959e-41,1.82356357400786,0.352,0.101,3.65488435406222e-37
"PSAP",2.79697327641987e-41,-0.653646422102538,0.935,0.992,4.08330128624536e-37
"LGALS9C",2.95577096665569e-41,2.38915587466531,0.251,0.054,4.31513003422065e-37
"CCL20",3.28528341367913e-41,2.71871826648624,0.207,0.036,4.79618525563017e-37
"MAP2K6",3.46682650007969e-41,2.55455406021633,0.225,0.044,5.06122000746634e-37
"ADAMDEC1",4.25779332607237e-41,2.39240640936574,0.21,0.037,6.21595247673305e-37
"LRRC26",4.66929097383187e-41,3.73317114626595,0.117,0.008,6.81669789269715e-37
"ACTN1",6.21748038128186e-41,-1.50372667042478,0.365,0.684,9.07689960863338e-37
"SELENOM",2.28121102719785e-40,-1.28632111722644,0.446,0.741,3.33033997860614e-36
"MUC4",3.88949428555791e-40,1.48974039961894,0.531,0.228,5.67827270748599e-36
"TMEM59",1.21263498590481e-39,1.06216673131588,0.795,0.543,1.77032581592243e-35
"CLDN7",1.48070326327769e-39,1.13197581119664,0.756,0.446,2.1616786940591e-35
"CFD",5.25131069741352e-39,1.11028616240104,0.609,0.272,7.666388487154e-35
"RHOB",7.1919641828707e-39,-1.35533902355371,0.459,0.738,1.04995485105729e-34
"SLC39A8",7.77657144080789e-39,1.48711969945981,0.469,0.18,1.13530166464354e-34
"CMBL",8.56968210129425e-39,1.59076039328042,0.477,0.192,1.25108788996795e-34
"ITGA5",1.15859958603749e-38,-1.70456515429422,0.285,0.608,1.69143953565613e-34
"CHP2",2.02728549667653e-38,3.58730159700401,0.119,0.01,2.95963409659806e-34
"HNF1B",2.16888470371809e-38,3.26418069920381,0.15,0.019,3.16635477895803e-34
"NEO1",5.64860332630306e-38,2.13145431571575,0.269,0.067,8.24639599606984e-34
"CISD3",6.26032237608696e-38,1.37398351023595,0.591,0.284,9.13944463684935e-34
"ATP8A1",6.34601386405061e-38,2.44118779877876,0.205,0.038,9.26454564012749e-34
"MUC13",6.42591741486494e-38,1.62333997203251,0.528,0.23,9.38119683396132e-34
"CD164",7.47014589704689e-38,0.705035646015078,0.946,0.883,1.09056659950988e-33
"MYB",9.21342713375274e-38,1.98082630899042,0.295,0.08,1.34506822725656e-33
"TAGLN2",1.25101163843175e-37,-0.708650323396507,0.92,0.98,1.82635189094651e-33
"THBS4",1.86604327634001e-37,-2.84832989205662,0.111,0.444,2.72423657912879e-33
"IGHJ2",3.16525362029132e-37,2.82025918630379,0.153,0.021,4.62095376026329e-33
"CEACAM7",6.11802489261997e-37,3.16403513553987,0.137,0.016,8.9317045407359e-33
"S100A10",1.20654685865999e-36,-0.710805016095617,0.995,0.998,1.76143775895771e-32
"XBP1",2.11524151346624e-36,1.06476708981876,0.767,0.465,3.08804108550936e-32
"PRR15L",5.27123746899363e-36,1.94929428572874,0.254,0.061,7.6954795809838e-32
"EEF1G",1.63902813121301e-35,0.669934592904212,0.956,0.941,2.39281716875788e-31
"CDX2",1.92436062335241e-35,2.03545092947845,0.256,0.064,2.80937407403219e-31
"COL6A1",2.12740315607455e-35,-0.932786839340772,0.622,0.854,3.10579586755324e-31
"TNFRSF12A",2.5606487399757e-35,-1.78435124631316,0.241,0.555,3.73829109549052e-31
"ENO1",2.94054770472389e-35,-0.964190574622057,0.549,0.839,4.2929055941264e-31
"PLEKHG6",4.50517646731531e-35,2.35960026428249,0.21,0.044,6.57710712463362e-31
"GUCA2A",8.79873331050236e-35,3.18544402859889,0.127,0.015,1.28452707600024e-30
"PFN1",1.25629425247897e-34,-0.514775862858971,0.979,0.998,1.83406397919405e-30
"ARPC1B",2.32152848026089e-34,-0.87433966359264,0.64,0.873,3.38919942833288e-30
"ATP5F1B",4.89443007306096e-34,0.74333994270309,0.92,0.811,7.14537846366169e-30
"MFSD4A",5.12136535841991e-34,3.47836722545084,0.111,0.011,7.47668128675722e-30
"ZG16",8.7354340211213e-34,3.3754743436309,0.119,0.013,1.2752860127435e-29
"IGLJ1",1.78920136933303e-33,2.97586688492166,0.142,0.02,2.6120550790893e-29
"CLDN3",2.46801584641513e-33,1.32717878659012,0.549,0.275,3.60305633418145e-29
"DPYSL3",3.40815394611685e-33,-2.05788365324324,0.158,0.471,4.975563945936e-29
"KRT18",4.99257779355825e-33,-0.944789396618562,0.798,0.94,7.28866432081569e-29
"GAL3ST2",5.2318907588703e-33,3.07564001959415,0.127,0.016,7.63803731887474e-29
"CYP3A5",6.20944209348073e-33,1.67574600657585,0.334,0.11,9.06516451227251e-29
"ST14",7.8529186997173e-33,1.2471986251484,0.619,0.351,1.14644760097173e-28
"ATP13A4",1.03677544278832e-32,3.8381407058675,0.088,0.006,1.51358846892667e-28
"SYNE2",1.59923444178927e-32,1.24670324203506,0.531,0.247,2.33472236156815e-28
"PDZD3",1.7649365835456e-32,5.76013819386622,0.06,0.001,2.57663091831822e-28
"PLAUR",2.32342025541862e-32,-1.3679552984483,0.373,0.649,3.39196123088564e-28
"IGFBP5",4.1376470455001e-32,-1.44823166060336,0.363,0.628,6.0405509217256e-28
"SRI",7.41549865059104e-32,1.49816811492754,0.417,0.166,1.08258864799979e-27
"C4orf19",1.41939644245365e-31,2.04131994641028,0.215,0.05,2.07217686633808e-27
"REG4",1.46442034544837e-31,3.34510069458738,0.106,0.011,2.13790726232007e-27
"GSDMB",1.83543225601717e-31,1.82613575264046,0.267,0.076,2.67954755055946e-27
"RSRP1",2.21937727063611e-31,1.39813265960353,0.477,0.214,3.24006887740166e-27
"ZYX",2.43480840135355e-31,-1.32732464738412,0.337,0.618,3.55457678513605e-27
"DHRS11",2.94914220723072e-31,2.10806149728653,0.207,0.047,4.30545270833613e-27
"HTRA1",3.07544117319929e-31,-1.45896865319459,0.259,0.562,4.48983656875364e-27
"CTHRC1",3.823546358083e-31,-1.74724988157259,0.228,0.524,5.58199532816538e-27
"IGHG2",4.20284381534356e-31,0.607323522846332,0.858,0.671,6.13573168602006e-27
"BCL2L14",4.53067375632196e-31,2.83542632117046,0.132,0.019,6.61433061685442e-27
"NAAA",4.58084933225712e-31,1.97035590125657,0.246,0.066,6.68758194016217e-27
"ATP10B",6.2387385413686e-31,1.77535128781273,0.295,0.093,9.10793439654401e-27
"TNFRSF11A",6.27566077748071e-31,2.18502347910141,0.205,0.047,9.16183716904409e-27
"UGT1A4",7.3686269035547e-31,3.49710378803243,0.096,0.008,1.07574584164995e-26
"MYO1A",9.18974970977421e-31,3.04644237902286,0.119,0.015,1.34161156012994e-26
"SOD2",2.49326608232789e-30,-1.18637039936942,0.427,0.682,3.63991915359049e-26
"VAV3",9.04925128241764e-30,1.9323191692489,0.246,0.069,1.32110019472015e-25
"LUM",9.77532934314872e-30,-1.40411291264169,0.337,0.603,1.42710033080628e-25
"CRACR2A",1.06117035248851e-29,2.05969847572513,0.212,0.052,1.54920259759798e-25
"ACSM3",1.0753571721099e-29,3.06826048922856,0.117,0.015,1.56991393556325e-25
"EPHX2",1.23806768845473e-29,2.22841771442205,0.194,0.044,1.80745501837506e-25
"LRRC31",2.03733418317978e-29,3.38162657061249,0.096,0.009,2.97430417402416e-25
"PLA2G10",2.34762168072499e-29,2.52450994537308,0.142,0.024,3.42729289169042e-25
"DNASE1L3",3.51145983095924e-29,3.57727413671641,0.083,0.006,5.12638020721739e-25
"SH3RF1",4.15866704602508e-29,1.76013819386622,0.293,0.096,6.07123802049202e-25
"DEGS2",4.77381915929112e-29,3.01167696086219,0.111,0.014,6.9692985906491e-25
"SLC44A3",4.85063863713988e-29,1.97426299921907,0.238,0.066,7.08144734636051e-25
"PTMS",5.22536097911578e-29,-0.864078055062653,0.635,0.839,7.62850449341112e-25
"VCAN",5.91075739978805e-29,-1.41359842152611,0.311,0.576,8.62911472795058e-25
"COL9A2",6.73400743430837e-29,2.67398155011651,0.14,0.023,9.83097745334679e-25
"FTL",8.37333217758003e-29,-0.379587307676143,1,1,1.22242276460491e-24
"TNFRSF17",8.70957658698344e-29,3.80195836956085,0.08,0.006,1.27151108593371e-24
"PLEC",9.08175557381064e-29,-0.907717315203278,0.503,0.766,1.32584549622062e-24
"INHBA",9.43584573589024e-29,-2.09784280126135,0.132,0.418,1.37753911898262e-24
"PAQR5",1.05130951868646e-28,2.65478519371999,0.142,0.024,1.53480676633037e-24
"DERL3",1.07320809387975e-28,1.72060982967959,0.303,0.102,1.56677649625504e-24
"GPT",1.2959261049206e-28,3.55850433269657,0.088,0.008,1.89192252057359e-24
"CERCAM",1.46359521792488e-28,-1.43452083193077,0.275,0.554,2.13670265864854e-24
"PTPRF",1.80141839342973e-28,1.13773236396287,0.593,0.324,2.62989071256806e-24
"ARHGAP44",2.86801338998852e-28,2.60813510042117,0.132,0.021,4.18701274804424e-24
"SH3RF2",3.21414518994854e-28,1.76565519883379,0.275,0.087,4.69233056280588e-24
"TIMP2",3.40225871729548e-28,-1.0994729653228,0.409,0.663,4.96695750137967e-24
"UGT1A7",4.52378079837372e-28,4.03315668827264,0.07,0.004,6.6042675875458e-24
"RNF186",4.6396197991722e-28,3.42310320658865,0.085,0.007,6.77338094481149e-24
"APOE",5.41231775289782e-28,-0.921228790807995,0.624,0.819,7.90144268745552e-24
"TSPAN1",5.44331563303435e-28,1.33017724875141,0.601,0.349,7.94669649266685e-24
"PEA15",6.13713066256334e-28,-1.02179580283761,0.438,0.707,8.95959705427621e-24
"LLGL2",6.41859705496305e-28,1.47634522786563,0.386,0.159,9.37050984054056e-24
"MUC20",6.98015833212554e-28,1.64584206127761,0.332,0.125,1.01903331490701e-23
"PATJ",8.06538738047431e-28,1.37899711355248,0.43,0.192,1.17746590367544e-23
"FBN1",9.69679785133272e-28,-1.36499247691333,0.301,0.574,1.41563551831606e-23
"GUK1",2.40678928929293e-27,-0.71787653903171,0.697,0.911,3.51367168343875e-23
"ATP5F1A",2.68222452141639e-27,1.08752957106606,0.632,0.371,3.91577957881579e-23
"BTNL3",3.87072974347893e-27,3.28620700553381,0.088,0.008,5.65087835250489e-23
"SLC13A2",3.99032810552538e-27,3.56749311592383,0.08,0.007,5.8254800012565e-23
"ST6GALNAC1",4.21899037793713e-27,2.38290272729976,0.171,0.038,6.15930405275042e-23
"MPST",4.44758080078687e-27,1.55608050750477,0.35,0.137,6.49302321106875e-23
"ANPEP",7.65207201926957e-27,2.34871194813976,0.181,0.042,1.11712599409316e-22
"PMEPA1",1.3791256416569e-26,-1.40067445489842,0.29,0.547,2.0133855242549e-22
"HNF4G",3.18274449228447e-26,2.30844222400853,0.153,0.031,4.6464886842861e-22
"NIPAL1",3.75714183270966e-26,2.32201708147434,0.145,0.028,5.48505136157284e-22
"LGALS3",4.38812084403317e-26,0.967096675293929,0.676,0.415,6.40621762020402e-22
"MFGE8",4.65914233085337e-26,-1.20828978091014,0.365,0.613,6.80188188881284e-22
"C1R",7.32694710701871e-26,-0.646370105034026,0.842,0.951,1.06966100815366e-21
"AHCYL2",8.01058411563245e-26,1.63675577836094,0.275,0.092,1.16946517504118e-21
"MAB21L2",1.32757023038322e-25,-2.46868049662966,0.109,0.367,1.93811977933646e-21
"LGR4",1.40051333365499e-25,1.18302925113946,0.518,0.268,2.04460941580291e-21
"PIGZ",1.69334704208903e-25,2.29716621752368,0.158,0.034,2.47211734674578e-21
"CLIC4",2.34174178348613e-25,-1.11476803813928,0.394,0.634,3.4187088297114e-21
"ERBB3",2.83026356284122e-25,1.42756285477935,0.363,0.151,4.1319017753919e-21
"GCG",2.97278732655499e-25,3.62687166300276,0.07,0.005,4.33997221803763e-21
"MAOA",3.02314875007655e-25,1.45667416188246,0.342,0.137,4.41349486023675e-21
"PDGFRB",3.23556575916324e-25,-1.27527372629085,0.293,0.559,4.72360245180241e-21
"GALNT8",4.59828954791914e-25,2.92060286605947,0.093,0.011,6.71304291100715e-21
"BDH1",6.95572197167742e-25,2.0942556977615,0.202,0.056,1.01546585064519e-20
"MDK",8.5759012664632e-25,-1.28789450255558,0.298,0.557,1.25199582589096e-20
"RALGPS1",1.0973063563633e-24,1.99683845188655,0.174,0.042,1.60195754965478e-20
"ANGPTL2",1.11106220347816e-24,-1.51896861846455,0.197,0.463,1.62203971085777e-20
"SLC9A2",1.35650786497715e-24,3.21956981250352,0.093,0.011,1.98036583208015e-20
"TMEM238",1.45070467211657e-24,1.29382018964369,0.404,0.181,2.11788375082299e-20
"TTC39A",1.765427936635e-24,1.92659934000496,0.179,0.044,2.57734824469344e-20
"SDC4",1.94956854240856e-24,-0.947823973560875,0.464,0.712,2.84617511506226e-20
"ACTG2",2.11418688504656e-24,-1.62946930552193,0.334,0.563,3.08650143347947e-20
"MMP11",2.17162762024791e-24,-1.88215748192088,0.218,0.467,3.17035916279992e-20
"CNN2",2.36472742934088e-24,-0.750652698792392,0.591,0.828,3.45226557409474e-20
"TNS1",2.69103042402764e-24,-1.86006148691147,0.189,0.442,3.92863531603795e-20
"COL5A2",2.78798279727215e-24,-1.56052382367715,0.236,0.487,4.07017608573761e-20
"KLHL5",3.56572487924071e-24,-1.63909562718859,0.22,0.471,5.20560175120351e-20
